
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
1,1987,3,1987-10-04,22-185,NOR,,RAM,W 37-10,0,0,,0
2,1987,4,1987-10-11,22-192,NOR,@,STL,L 19-24,0,0,,0
3,1987,5,1987-10-18,22-199,NOR,@,CHI,W 19-17,8,18,2.25,0
,,,3 Games,,,,,2-1-0,8,18,2.25,0
