
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
1,1995,3,1995-09-17,23-241,NYG,@,GNB,L 6-14,1,7,7.00,0,0,0,0,,0,0,0,,0,0,0,,,,1,17,17.00,0,0,0
2,1995,4,1995-09-24,23-248,NYG,,NOR,W 45-29,10,54,5.40,1,0,0,0,,0,0,0,,0,0,0,,,,2,48,24.00,0,1,6
3,1995,5,1995-10-01,23-255,NYG,@,SFO,L 6-20,5,16,3.20,0,2,2,14,7.00,0,0,0,,0,0,0,,,,2,36,18.00,0,0,0
4,1995,6,1995-10-08,23-262,NYG,,ARI,W 27-21,18,61,3.39,0,1,1,-1,-1.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
5,1995,7,1995-10-15,23-269,NYG,,PHI,L 14-17,1,3,3.00,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
6,1995,8,1995-10-29,23-283,NYG,@,WAS,W 24-15,10,31,3.10,1,0,0,0,,0,0,0,,0,0,0,,,,1,22,22.00,0,1,6
7,1995,9,1995-11-05,23-290,NYG,@,SEA,L 28-30,7,23,3.29,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
8,1995,10,1995-11-12,23-297,NYG,,OAK,L 13-17,1,0,0.00,0,0,0,0,,0,0,0,,0,0,0,,,,1,21,21.00,0,0,0
9,1995,11,1995-11-19,23-304,NYG,@,PHI,L 19-28,4,12,3.00,0,0,0,0,,0,0,0,,0,0,0,,,,1,5,5.00,0,0,0
10,1995,12,1995-11-26,23-311,NYG,,CHI,L 24-27,5,4,0.80,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
11,1995,13,1995-11-30,23-315,NYG,@,ARI,W 10-6,4,12,3.00,0,2,2,14,7.00,0,0,0,,0,0,0,,,,2,37,18.50,0,0,0
12,1995,15,1995-12-17,23-332,NYG,@,DAL,L 20-21,4,5,1.25,1,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,6
13,1995,16,1995-12-23,23-338,NYG,,SDG,L 17-27,8,17,2.13,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
14,1996,1,1996-09-01,24-226,NYG,,BUF,L 20-23,5,9,1.80,0,0,0,0,,0,0,0,,0,0,0,,,,1,14,14.00,0,0,0
15,1996,2,1996-09-08,24-233,NYG,@,DAL,L 0-27,6,8,1.33,0,1,0,0,,0,0,0,,0,0,0,,,,3,57,19.00,0,0,0
16,1996,3,1996-09-15,24-240,NYG,,WAS,L 10-31,6,26,4.33,0,1,0,0,,0,0,0,,0,0,0,,,,4,106,26.50,0,0,0
17,1996,4,1996-09-22,24-247,NYG,@,NYJ,W 13-6,3,7,2.33,0,0,0,0,,0,0,0,,0,0,0,,,,2,63,31.50,0,0,0
18,1996,5,1996-09-29,24-254,NYG,,MIN,W 15-10,3,24,8.00,0,1,1,0,0.00,0,0,0,,0,0,0,,,,1,22,22.00,0,0,0
19,1996,6,1996-10-13,24-268,NYG,,PHI,L 10-19,3,11,3.67,0,4,3,23,7.67,0,0,0,,0,0,0,,,,2,45,22.50,0,0,0
20,1996,7,1996-10-20,24-275,NYG,@,WAS,L 21-31,11,54,4.91,1,3,2,-2,-1.00,0,0,0,,0,0,0,,,,3,68,22.67,0,1,6
21,1996,8,1996-10-27,24-282,NYG,@,DET,W 35-7,5,18,3.60,0,0,0,0,,0,1,1,100.00,24,1,0,158.3,24.00,44.00,2,47,23.50,0,0,0
22,1996,9,1996-11-03,24-289,NYG,,ARI,W 16-8,11,27,2.45,0,1,1,-3,-3.00,0,0,0,,0,0,0,,,,1,21,21.00,0,0,0
23,1996,11,1996-11-17,24-303,NYG,@,ARI,L 23-31,13,50,3.85,0,5,5,33,6.60,2,0,0,,0,0,0,,,,2,16,8.00,0,2,12
24,1996,12,1996-11-24,24-310,NYG,,DAL,W 20-6,21,69,3.29,0,1,0,0,,0,0,0,,0,0,0,,,,0,4,,0,0,0
25,1996,13,1996-12-01,24-317,NYG,@,PHI,L 0-24,9,39,4.33,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
26,1996,14,1996-12-08,24-324,NYG,@,MIA,W 17-7,13,59,4.54,0,0,0,0,,0,0,0,,0,0,0,,,,1,21,21.00,0,0,0
27,1996,15,1996-12-15,24-331,NYG,,NOR,L 3-17,3,-1,-0.33,0,0,0,0,,0,0,0,,0,0,0,,,,1,19,19.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
28,1997,1,1997-08-31,25-224,NYG,,PHI,W 31-17,0,0,,0,,0,0,,0,,,,,,,,,,,,,,,
29,1997,2,1997-09-07,25-231,NYG,@,JAX,L 13-40,1,6,6.00,0,5,4,39,9.75,0,0,0,,0,0,0,,,,0,0,,0,0,0
30,1997,3,1997-09-14,25-238,NYG,,BAL,L 23-24,12,33,2.75,1,2,2,16,8.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
31,1997,4,1997-09-21,25-245,NYG,@,STL,L 3-13,6,10,1.67,0,3,1,6,6.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
32,1997,5,1997-09-28,25-252,NYG,,NOR,W 14-9,11,60,5.45,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
33,1997,6,1997-10-05,25-259,NYG,,DAL,W 20-17,16,51,3.19,0,3,2,38,19.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
34,1997,7,1997-10-12,25-266,NYG,@,ARI,W 27-13,22,103,4.68,1,4,2,18,9.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
35,1997,8,1997-10-19,25-273,NYG,@,DET,W 26-20,13,16,1.23,0,3,1,3,3.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
36,1997,9,1997-10-26,25-280,NYG,,CIN,W 29-27,16,39,2.44,2,1,1,4,4.00,0,0,0,,0,0,0,,,,0,0,,0,2,12
37,1997,10,1997-11-09,25-294,NYG,@,TEN,L 6-10,13,94,7.23,0,1,1,6,6.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
38,1997,11,1997-11-16,25-301,NYG,,ARI,W 19-10,17,48,2.82,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
39,1997,12,1997-11-23,25-308,NYG,@,WAS,T 7-7,11,39,3.55,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
40,1997,13,1997-11-30,25-315,NYG,,TAM,L 8-20,9,64,7.11,0,2,2,10,5.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
41,1997,14,1997-12-07,25-322,NYG,@,PHI,W 31-21,5,20,4.00,0,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
42,1998,3,1998-09-21,26-245,NYG,,DAL,L 7-31,3,8,2.67,0,0,0,0,,0,0,0,,0,0,0,,,,1,16,16.00,0,0,0
