
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
1,1999,11,1999-11-21,23-053,PHI,,IND,L 17-44,,,,
2,1999,12,1999-11-28,23-060,PHI,@,WAS,L 17-20,,,,
3,1999,13,1999-12-05,23-067,PHI,@,ARI,L 17-21,,,,
4,1999,14,1999-12-12,23-074,PHI,@,DAL,L 10-20,1,6,6.00,0
5,1999,15,1999-12-19,23-081,PHI,,NWE,W 24-9,3,11,3.67,0
6,1999,16,2000-01-02,23-095,PHI,,STL,W 38-31,,,,
,,,6 Games,,,,,2-4-0,4,17,4.25,0
