
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1973,1,1973-09-16,23-036,CIN,@,DEN,L 10-28,2,9,4.50,0,,0,0,,0,1,18,18.00,0
2,1973,2,1973-09-23,23-043,CIN,,HOU,W 24-10,2,7,3.50,0,,0,0,,0,0,0,,0
3,1973,3,1973-09-30,23-050,CIN,@,SDG,W 20-13,0,0,,0,,0,0,,0,3,63,21.00,0
4,1973,5,1973-10-14,23-064,CIN,,PIT,W 19-7,3,10,3.33,0,,0,0,,0,0,0,,0
5,1973,6,1973-10-21,23-071,CIN,,KAN,W 14-6,0,0,,0,,0,0,,0,1,20,20.00,0
6,1973,7,1973-10-28,23-078,CIN,@,PIT,L 13-20,0,0,,0,,0,0,,0,3,72,24.00,0
7,1973,12,1973-12-02,23-113,CIN,,MIN,W 27-0,3,13,4.33,0,,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
8,1974,8,1974-11-03,24-084,NWE,,BUF,L 28-29,0,0,,0,,0,0,,0,1,18,18.00,0
9,1974,11,1974-11-24,24-105,NWE,@,BAL,W 27-17,0,0,,0,,0,0,,0,1,15,15.00,0
10,1974,13,1974-12-08,24-119,NWE,,PIT,L 17-21,1,2,2.00,0,,0,0,,0,0,0,,0
11,1974,14,1974-12-15,24-126,NWE,@,MIA,L 27-34,14,55,3.93,0,,3,38,12.67,0,0,0,,0
,,,11 Games,,,,,6-5-0,25,96,3.84,0,,3,38,12.67,0,10,206,20.60,0
