
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Sk,Tkl,Ast
1,2007,2,2007-09-16,23-024,CLE,,CIN,W 51-45,,0,0,,0,0,0,,0,0.0,0,0
2,2007,5,2007-10-07,23-045,CLE,@,NWE,L 17-34,,0,0,,0,0,0,,0,0.0,0,0
3,2007,6,2007-10-14,23-052,CLE,,MIA,W 41-31,,0,0,,0,0,0,,0,0.0,0,0
4,2007,7,2007-10-28,23-066,CLE,@,STL,W 27-20,,0,0,,0,0,0,,0,0.0,0,0
5,2007,8,2007-11-04,23-073,CLE,,SEA,W 33-30,,0,0,,0,0,0,,0,0.0,0,0
6,2007,9,2007-11-11,23-080,CLE,@,PIT,L 28-31,,0,0,,0,0,0,,0,0.0,0,0
7,2007,10,2007-11-18,23-087,CLE,@,BAL,W 33-30,,0,0,,0,0,0,,0,0.0,0,0
8,2007,11,2007-11-25,23-094,CLE,,HOU,W 27-17,,0,0,,0,0,0,,0,0.0,0,0
9,2007,12,2007-12-02,23-101,CLE,@,ARI,L 21-27,,0,0,,0,0,0,,0,0.0,0,0
10,2007,13,2007-12-09,23-108,CLE,@,NYJ,W 24-18,,0,0,,0,0,0,,0,0.0,0,0
11,2007,14,2007-12-16,23-115,CLE,,BUF,W 8-0,,0,0,,0,0,0,,0,0.0,0,0
12,2007,15,2007-12-23,23-122,CLE,@,CIN,L 14-19,,0,0,,0,0,0,,0,0.0,0,0
13,2007,16,2007-12-30,23-129,CLE,,SFO,W 20-7,,0,0,,0,0,0,,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Sk,Tkl,Ast
14,2008,1,2008-09-07,24-015,CLE,,DAL,L 10-28,,,,,,,,,,,,
15,2008,2,2008-09-14,24-022,CLE,,PIT,L 6-10,,,,,,,,,,,,
16,2008,3,2008-09-21,24-029,CLE,@,BAL,L 10-28,0,0,0,,0,1,10,10.00,0,0.0,0,0
17,2008,4,2008-09-28,24-036,CLE,@,CIN,W 20-12,,,,,,,,,,,,
18,2008,5,2008-10-13,24-051,CLE,,NYG,W 35-14,,,,,,,,,,,,
19,2008,6,2008-10-19,24-057,CLE,@,WAS,L 11-14,1,1,-2,-2.00,0,0,0,,0,0.0,0,0
20,2008,7,2008-10-26,24-064,CLE,@,JAX,W 23-17,1,,,,,,,,,,,
21,2008,8,2008-11-02,24-071,CLE,,BAL,L 27-37,,,,,,,,,,,,
22,2008,9,2008-11-06,24-075,CLE,,DEN,L 30-34,1,1,1,1.00,0,0,0,,0,0.0,0,0
23,2008,10,2008-11-17,24-086,CLE,@,BUF,W 29-27,1,1,12,12.00,0,0,0,,0,0.0,0,0
24,2008,11,2008-11-23,24-092,CLE,,HOU,L 6-16,,,,,,,,,,,,
25,2008,12,2008-11-30,24-099,CLE,,IND,L 6-10,,,,,,,,,,,,
26,2008,14,2008-12-15,24-114,CLE,@,PHI,L 10-30,1,0,0,,0,0,0,,0,0.0,1,0
27,2008,15,2008-12-21,24-120,CLE,,CIN,L 0-14,,0,0,,0,0,0,,0,0.0,1,0
28,2008,16,2008-12-28,24-127,CLE,@,PIT,L 0-31,1,1,2,2.00,0,0,0,,0,0.0,0,0
,,,28 Games,,,,,13-15-0,6,4,13,3.25,0,1,10,10.00,0,0.0,2,0
