
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1993,4,1993-10-03,22-015,TAM,,DET,W 27-10,0,0,,0,,0,0,,0,,,,
2,1993,5,1993-10-10,22-022,TAM,@,MIN,L 0-15,0,0,,0,,0,0,,0,,,,
3,1993,6,1993-10-24,22-036,TAM,,GNB,L 14-37,0,0,,0,,0,0,,0,,,,
4,1993,9,1993-11-14,22-057,TAM,,SFO,L 21-45,0,0,,0,2,1,25,25.00,0,0,0,,0
5,1993,10,1993-11-21,22-064,TAM,,MIN,W 23-10,1,-2,-2.00,0,3,2,16,8.00,0,0,0,,0
6,1993,11,1993-11-28,22-071,TAM,@,GNB,L 10-13,2,10,5.00,0,3,1,7,7.00,0,0,0,,0
7,1993,12,1993-12-05,22-078,TAM,,WAS,L 17-23,4,21,5.25,0,,0,0,,0,0,0,,0
8,1993,14,1993-12-19,22-092,TAM,@,RAI,L 20-27,0,0,,0,,0,0,,0,,,,
9,1993,15,1993-12-26,22-099,TAM,@,DEN,W 17-10,0,0,,0,,0,0,,0,,,,
10,1993,16,1994-01-02,22-106,TAM,,SDG,L 17-32,0,0,,0,,0,0,,0,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
11,1994,1,1994-09-04,22-351,TAM,@,CHI,L 9-21,1,-3,-3.00,0,2,2,11,5.50,0,0,0,,0
12,1994,3,1994-09-18,23-000,TAM,,NOR,L 7-9,1,3,3.00,0,0,0,0,,0,0,0,,0
13,1994,4,1994-09-25,23-007,TAM,@,GNB,L 3-30,0,0,,0,,0,0,,0,0,0,,0
14,1994,11,1994-11-20,23-063,TAM,@,SEA,L 21-22,0,0,,0,,0,0,,0,0,0,,0
15,1994,12,1994-11-27,23-070,TAM,@,MIN,W 20-17,0,0,,0,0,0,0,,0,1,12,12.00,0
16,1994,13,1994-12-04,23-077,TAM,,WAS,W 26-21,0,0,,0,,0,0,,0,0,0,,0
17,1994,15,1994-12-18,23-091,TAM,@,WAS,W 17-14,0,0,,0,,0,0,,0,0,0,,0
18,1994,16,1994-12-24,23-097,TAM,,GNB,L 19-34,0,0,,0,,0,0,,0,0,0,,0
,,,18 Games,,,,,6-12-0,9,29,3.22,0,10,6,59,9.83,0,1,12,12.00,0
