
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,2003,2,2003-09-14,23-215,CHI,@,MIN,L 13-24,,,,,,,,,,,
2,2003,5,2003-10-12,23-243,CHI,@,NOR,L 13-20,,,,,,,,,,,
3,2003,6,2003-10-19,23-250,CHI,@,SEA,L 17-24,1,5,5.00,0,0,0,0,,0,0,0
4,2003,7,2003-10-26,23-257,CHI,,DET,W 24-16,19,56,2.95,1,2,1,10,10.00,0,1,6
5,2003,8,2003-11-02,23-264,CHI,,SDG,W 20-7,,,,,,,,,,,
6,2003,12,2003-11-30,23-292,CHI,,ARI,W 28-3,27,134,4.96,1,2,2,27,13.50,0,1,6
7,2003,13,2003-12-07,23-299,CHI,@,GNB,L 21-34,3,-4,-1.33,0,1,0,0,,0,0,0
8,2003,15,2003-12-21,23-313,CHI,,WAS,W 27-24,,,,,0,,,,,,
9,2003,16,2003-12-28,23-320,CHI,@,KAN,L 3-31,,,,,,,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
10,2004,5,2004-10-10,24-242,MIA,@,NWE,L 10-24,13,44,3.38,0,0,0,0,,0,0,0
11,2004,6,2004-10-17,24-249,MIA,@,BUF,L 13-20,5,7,1.40,0,0,0,0,,0,0,0
12,2004,7,2004-10-24,24-256,MIA,,STL,W 31-14,,,,,0,,,,,,
13,2004,10,2004-11-21,24-284,MIA,@,SEA,L 17-24,1,2,2.00,0,0,0,0,,0,0,0
14,2004,11,2004-11-28,24-291,MIA,@,SFO,W 24-17,,,,,,,,,,,
15,2004,13,2004-12-12,24-305,MIA,@,DEN,L 17-20,,,,,,,,,,,
16,2004,14,2004-12-20,24-313,MIA,,NWE,W 29-28,,,,,,,,,,,
,,,16 Games,,,,,7-9-0,69,244,3.54,2,5,3,37,12.33,0,2,12
