
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
1,2009,12,2009-12-06,23-242,KAN,,DEN,L 13-44,2,-5,-2.50,0
2,2009,14,2009-12-20,23-256,KAN,,CLE,L 34-41,1,1,1.00,0
3,2009,15,2009-12-27,23-263,KAN,@,CIN,L 10-17,,,,
4,2009,16,2010-01-03,23-270,KAN,@,DEN,W 44-24,3,10,3.33,0
,,,4 Games,,,,,1-3-0,6,6,1.00,0
