
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,2006,13,2006-12-10,23-033,HOU,,TEN,L 20-26,0,0,,0,0,0,0,,0,0,0,,0,0,0
2,2006,14,2006-12-17,23-040,HOU,@,NWE,L 7-40,0,0,,0,0,0,0,,0,0,0,,0,0,0
3,2006,15,2006-12-24,23-047,HOU,,IND,W 27-24,8,24,3.00,0,2,2,28,14.00,0,0,0,,0,0,0
4,2006,16,2006-12-31,23-054,HOU,,CLE,W 14-6,20,99,4.95,1,1,1,12,12.00,0,0,0,,0,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
5,2008,1,2008-09-07,24-305,HOU,@,PIT,L 17-38,,,,,,,,,,,,,,,
6,2008,2,2008-09-21,24-319,HOU,@,TEN,L 12-31,6,15,2.50,0,0,0,0,,0,0,0,,0,0,0
7,2008,3,2008-09-28,24-326,HOU,@,JAX,L 27-30,8,22,2.75,0,0,0,0,,0,1,17,17.00,0,0,0
,,,7 Games,,,,,2-5-0,42,160,3.81,1,3,3,40,13.33,0,1,17,17.00,0,1,6
