
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1975,7,1975-11-02,22-068,NOR,,ATL,W 23-7,1,7,7.00,0,,0,0,,0,0,0,,0
2,1975,8,1975-11-09,22-075,NOR,@,OAK,L 10-48,0,0,,0,,0,0,,0,1,10,10.00,0
3,1975,11,1975-11-30,22-096,NOR,@,CLE,L 16-17,6,8,1.33,0,,0,0,,0,1,16,16.00,0
4,1975,13,1975-12-14,22-110,NOR,@,NYG,L 14-28,6,19,3.17,0,,0,0,,0,2,36,18.00,0
5,1975,14,1975-12-21,22-117,NOR,,CHI,L 17-42,4,28,7.00,0,,1,2,2.00,0,2,36,18.00,0
,,,5 Games,,,,,1-4-0,17,62,3.65,0,,1,2,2.00,0,6,98,16.33,0
