
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD
1,1975,12,1975-12-07,22-189,CIN,@,PHI,W 31-0,7,26,3.71,0,,0,0,,0
2,1975,14,1975-12-21,22-203,CIN,,SDG,W 47-17,4,12,3.00,0,,1,-2,-2.00,0
,,,2 Games,,,,,2-0-0,11,38,3.45,0,,1,-2,-2.00,0
