
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1960,1,1960-09-25,31-334,NYG,@,SFO,W 21-19,,3,36,12.00,1,1,6
2,1960,2,1960-10-02,31-341,NYG,@,STL,W 35-14,,9,135,15.00,2,2,12
3,1960,3,1960-10-09,31-348,NYG,@,PIT,W 19-17,,7,116,16.57,1,1,6
4,1960,4,1960-10-16,31-355,NYG,,WAS,T 24-24,,4,72,18.00,1,1,6
5,1960,5,1960-10-30,32-003,NYG,,STL,L 13-20,,3,35,11.67,0,0,0
6,1960,6,1960-11-06,32-010,NYG,@,CLE,W 17-13,,1,7,7.00,0,0,0
7,1960,8,1960-11-20,32-024,NYG,,PHI,L 10-17,,2,63,31.50,0,0,0
8,1960,9,1960-11-27,32-031,NYG,@,PHI,L 23-31,,4,124,31.00,2,2,12
9,1960,10,1960-12-04,32-038,NYG,,DAL,T 31-31,,3,69,23.00,1,1,6
10,1960,11,1960-12-11,32-045,NYG,@,WAS,W 17-3,,2,13,6.50,0,0,0
11,1960,12,1960-12-18,32-052,NYG,,CLE,L 34-48,,4,80,20.00,2,2,12
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts
12,1961,1,1961-09-17,32-325,NYG,,STL,L 10-21,,1,10,10.00,0,0,0
13,1961,2,1961-09-24,32-332,NYG,@,PIT,W 17-14,,5,68,13.60,0,0,0
14,1961,3,1961-10-01,32-339,NYG,@,WAS,W 24-21,,7,105,15.00,1,1,6
15,1961,4,1961-10-08,32-346,NYG,@,STL,W 24-9,,4,48,12.00,0,0,0
16,1961,5,1961-10-15,32-353,NYG,@,DAL,W 31-10,,4,76,19.00,1,1,6
17,1961,6,1961-10-22,32-360,NYG,,RAM,W 24-14,,1,10,10.00,1,1,6
18,1961,7,1961-10-29,33-002,NYG,,DAL,L 16-17,,4,69,17.25,1,1,6
19,1961,8,1961-11-05,33-009,NYG,,WAS,W 53-0,,4,43,10.75,0,0,0
20,1961,9,1961-11-12,33-016,NYG,,PHI,W 38-21,,3,57,19.00,1,1,6
21,1961,10,1961-11-19,33-023,NYG,,PIT,W 42-21,,6,129,21.50,2,2,12
22,1961,11,1961-11-26,33-030,NYG,@,CLE,W 37-21,,5,58,11.60,0,0,0
23,1961,12,1961-12-03,33-037,NYG,@,GNB,L 17-20,,4,89,22.25,0,0,0
24,1961,13,1961-12-10,33-044,NYG,@,PHI,W 28-24,,2,18,9.00,0,0,0
25,1961,14,1961-12-17,33-051,NYG,,CLE,T 7-7,,3,25,8.33,0,0,0
,,,25 Games,,,,,15-7-3,,95,1555,16.37,17,17,102
