
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
1,2007,1,2007-09-09,23-335,GNB,,PHI,W 16-13,1,8,8.00,0,1,1,18,18.00,0,0,0,,0,0,0,0.0,0,0
2,2007,2,2007-09-16,23-342,GNB,@,NYG,W 35-13,10,50,5.00,2,3,2,18,9.00,0,1,15,15.00,0,2,12,0.0,0,0
3,2007,3,2007-09-23,23-349,GNB,,SDG,W 31-24,2,9,4.50,0,5,3,14,4.67,0,0,0,,0,0,0,0.0,0,0
4,2007,4,2007-09-30,23-356,GNB,@,MIN,W 23-16,10,20,2.00,0,2,2,10,5.00,0,0,0,,0,0,0,0.0,0,0
5,2007,5,2007-10-07,23-363,GNB,,CHI,L 20-27,13,78,6.00,1,2,1,13,13.00,0,0,0,,0,1,6,0.0,0,0
6,2007,6,2007-10-14,24-005,GNB,,WAS,W 17-14,13,37,2.85,1,1,0,0,,0,0,0,,0,1,6,0.0,0,0
7,2007,7,2007-10-29,24-020,GNB,@,DEN,W 19-13,1,1,1.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
8,2008,6,2008-10-12,25-003,GNB,@,SEA,W 27-17,0,0,,0,1,1,7,7.00,0,0,0,,0,0,0,0.0,0,0
9,2008,7,2008-10-19,25-010,GNB,,IND,W 34-14,0,0,,0,,0,0,,0,0,0,,0,0,0,0.0,0,0
10,2008,14,2008-12-14,25-066,GNB,@,JAX,L 16-20,,,,,,,,,,,,,,,,,,
11,2008,15,2008-12-22,25-074,GNB,@,CHI,L 17-20,1,4,4.00,0,1,1,7,7.00,0,0,0,,0,0,0,0.0,0,0
12,2008,16,2008-12-28,25-080,GNB,,DET,W 31-21,7,106,15.14,1,1,1,16,16.00,0,0,0,,0,1,6,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
13,2009,1,2009-09-13,25-339,GNB,,CHI,W 21-15,3,8,2.67,0,4,1,8,8.00,0,0,0,,0,0,0,0.0,0,0
14,2009,2,2009-09-20,25-346,GNB,,CIN,L 24-31,,,,,,,,,,,,,,,,,,
15,2009,3,2009-09-27,25-353,GNB,@,STL,W 36-17,1,1,1.00,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
16,2009,4,2009-10-05,25-361,GNB,@,MIN,L 23-30,2,10,5.00,0,3,1,11,11.00,0,0,0,,0,0,0,0.0,0,1
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
17,2010,1,2010-09-09,26-335,NOR,,MIN,W 14-9,,,,,,,,,,,,,,,,,,
18,2010,2,2010-09-20,26-346,NOR,@,SFO,W 25-22,,,,,,,,,,,,,,,,,,
19,2010,4,2010-10-03,26-359,NOR,,CAR,W 16-14,,,,,,,,,,,,,,,,,,
20,2010,5,2010-10-10,27-001,NOR,@,ARI,L 20-30,0,0,,0,0,0,0,,0,0,0,,0,0,0,0.0,0,0
21,2010,12,2010-12-05,27-057,SFO,@,GNB,L 16-34,,,,,,,,,,,,,,,,,,
22,2010,14,2010-12-16,27-068,SFO,@,SDG,L 7-34,,,,,,,,,,,,,,,,,,
23,2010,15,2010-12-26,27-078,SFO,@,STL,L 17-25,,,,,,,,,,,,,,,,,,
,,,23 Games,,,,,14-9-0,64,332,5.19,5,24,14,122,8.71,0,1,15,15.00,0,5,30,0.0,0,1
