
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1973,10,1973-11-18,24-061,DEN,@,PIT,W 23-13,2,11,5.50,0,,0,0,,0,0,0,,0
2,1973,13,1973-12-09,24-082,DEN,@,SDG,W 42-28,3,10,3.33,0,,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
3,1974,1,1974-09-15,24-362,DEN,,RAM,L 10-17,0,0,,0,,0,0,,0,3,64,21.33,0
4,1974,3,1974-09-30,25-012,DEN,@,WAS,L 3-30,0,0,,0,,0,0,,0,1,16,16.00,0
5,1974,6,1974-10-20,25-032,DEN,,SDG,W 27-7,1,7,7.00,0,,0,0,,0,0,0,,0
6,1974,7,1974-10-27,25-039,DEN,@,CLE,L 21-23,1,1,1.00,0,,0,0,,0,0,0,,0
7,1974,8,1974-11-03,25-046,DEN,,OAK,L 17-28,1,0,0.00,0,,1,13,13.00,0,0,0,,0
8,1974,10,1974-11-18,25-061,DEN,,KAN,L 34-42,0,0,,0,,0,0,,0,3,37,12.33,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
9,1975,1,1975-09-21,26-003,DEN,,KAN,W 37-33,5,30,6.00,0,,1,-2,-2.00,0,0,0,,0
10,1975,2,1975-09-29,26-011,DEN,,GNB,W 23-13,7,12,1.71,0,,1,6,6.00,0,0,0,,0
11,1975,3,1975-10-05,26-017,DEN,@,BUF,L 14-38,5,15,3.00,0,,0,0,,0,0,0,,0
12,1975,4,1975-10-12,26-024,DEN,@,PIT,L 9-20,9,1,0.11,0,,0,0,,0,0,0,,0
13,1975,5,1975-10-19,26-031,DEN,,CLE,W 16-15,6,18,3.00,0,,2,34,17.00,0,0,0,,0
14,1975,8,1975-11-09,26-052,DEN,,CIN,L 16-17,0,0,,0,,0,0,,0,1,20,20.00,0
15,1975,11,1975-11-30,26-073,DEN,,SDG,W 13-10,6,16,2.67,0,,0,0,,0,0,0,,0
16,1975,14,1975-12-20,26-093,DEN,@,MIA,L 13-14,4,29,7.25,0,,3,31,10.33,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
17,1976,2,1976-09-19,27-001,SEA,@,WAS,L 7-31,10,14,1.40,0,,1,21,21.00,0,5,64,12.80,0
18,1976,6,1976-10-17,27-029,SEA,@,TAM,W 13-10,2,2,1.00,0,,0,0,,0,0,0,,0
19,1976,7,1976-10-24,27-036,SEA,,DET,L 14-41,0,0,,0,,0,0,,0,7,174,24.86,0
20,1976,8,1976-10-31,27-043,SEA,@,RAM,L 6-45,1,7,7.00,0,,1,1,1.00,0,4,82,20.50,0
21,1976,9,1976-11-07,27-050,SEA,,ATL,W 30-13,0,0,,0,,0,0,,0,1,32,32.00,0
22,1976,10,1976-11-14,27-057,SEA,@,MIN,L 21-27,0,0,,0,,0,0,,0,3,84,28.00,0
23,1976,11,1976-11-21,27-064,SEA,,NOR,L 27-51,0,0,,0,,0,0,,0,3,83,27.67,0
24,1976,12,1976-11-28,27-071,SEA,@,NYG,L 16-28,0,0,,0,,0,0,,0,3,65,21.67,0
25,1976,13,1976-12-05,27-078,SEA,,CHI,L 7-34,0,0,,0,,0,0,,0,2,36,18.00,0
26,1976,14,1976-12-12,27-085,SEA,@,PHI,L 10-27,0,0,,0,,0,0,,0,2,35,17.50,0
,,,26 Games,,,,,9-17-0,63,173,2.75,0,,10,104,10.40,0,38,792,20.84,0
