
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1976,7,1976-10-24,22-152,KAN,,DEN,L 26-35,0,0,,0,,0,0,,0,3,71,23.67,0
2,1976,8,1976-10-31,22-159,KAN,@,TAM,W 28-19,2,7,3.50,0,,1,12,12.00,0,2,56,28.00,0
3,1976,9,1976-11-07,22-166,KAN,,PIT,L 0-45,0,0,,0,,0,0,,0,4,52,13.00,0
4,1976,10,1976-11-14,22-173,KAN,@,OAK,L 10-21,6,12,2.00,0,,0,0,,0,2,37,18.50,0
5,1976,11,1976-11-21,22-180,KAN,,CIN,L 24-27,5,11,2.20,0,,0,0,,0,1,35,35.00,0
6,1976,12,1976-11-28,22-187,KAN,@,SDG,W 23-20,2,13,6.50,0,,0,0,,0,1,27,27.00,0
7,1976,14,1976-12-12,22-201,KAN,,CLE,W 39-14,1,-2,-2.00,0,,0,0,,0,0,0,,0
,,,7 Games,,,,,3-4-0,16,41,2.56,0,,1,12,12.00,0,13,278,21.38,0
