
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
1,1967,13,1967-12-09,22-324,BOS,,BUF,L 16-44,1,7,7.00,0,,1,25,25.00,1,6,117,19.50,0,2,43,21.50,0,1,6
2,1967,14,1967-12-17,22-332,BOS,@,MIA,L 32-41,0,0,,0,,0,0,,0,5,115,23.00,0,3,11,3.67,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
3,1968,1,1968-09-08,23-233,BOS,@,BUF,W 16-7,0,0,,0,,0,0,,0,0,0,,0,2,12,6.00,0,0,0
,,,3 Games,,,,,1-2-0,1,7,7.00,0,,1,25,25.00,1,11,232,21.09,0,7,66,9.43,0,1,6
