
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,2007,4,2007-10-01,25-275,NWE,@,CIN,W 34-13,3,11,3.67,0,0,0,0,,0,0,0
2,2007,5,2007-10-07,25-281,NWE,,CLE,W 34-17,6,16,2.67,0,0,0,0,,0,0,0
3,2007,6,2007-10-14,25-288,NWE,@,DAL,W 48-27,4,9,2.25,1,0,0,0,,0,1,6
4,2007,7,2007-10-21,25-295,NWE,@,MIA,W 49-28,6,12,2.00,0,0,0,0,,0,0,0
5,2007,8,2007-10-28,25-302,NWE,,WAS,W 52-7,4,2,0.50,0,0,0,0,,0,0,0
6,2007,9,2007-11-04,25-309,NWE,@,IND,W 24-20,0,0,,0,0,0,0,,0,0,0
7,2007,10,2007-11-18,25-323,NWE,@,BUF,W 56-10,10,40,4.00,1,1,1,6,6.00,0,1,6
8,2007,11,2007-11-25,25-330,NWE,,PHI,W 31-28,0,0,,0,0,0,0,,0,0,0
9,2007,12,2007-12-03,25-338,NWE,@,BAL,W 27-24,0,0,,0,0,0,0,,0,0,0
10,2007,13,2007-12-09,25-344,NWE,,PIT,W 34-13,0,0,,0,,0,0,,0,0,0
11,2007,14,2007-12-16,25-351,NWE,,NYJ,W 20-10,0,0,,0,0,0,0,,0,0,0
12,2007,15,2007-12-23,25-358,NWE,,MIA,W 28-7,0,0,,0,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
13,2008,12,2008-11-27,26-333,PHI,,ARI,W 48-20,6,27,4.50,0,0,0,0,,0,0,0
14,2008,13,2008-12-07,26-343,PHI,@,NYG,W 20-14,1,2,2.00,0,0,0,0,,0,0,0
15,2008,14,2008-12-15,26-351,PHI,,CLE,W 30-10,9,28,3.11,0,0,0,0,,0,0,0
16,2008,15,2008-12-21,26-357,PHI,@,WAS,L 3-10,,,,,,,,,,,
17,2008,16,2008-12-28,26-364,PHI,,DAL,W 44-6,8,22,2.75,0,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
18,2009,7,2009-11-02,27-307,NOR,,ATL,W 35-27,,,,,,,,,,,
19,2009,8,2009-11-08,27-313,NOR,,CAR,W 30-20,,,,,,,,,,,
20,2009,9,2009-11-15,27-320,NOR,@,STL,W 28-23,2,6,3.00,0,0,0,0,,0,0,0
21,2009,10,2009-11-22,27-327,NOR,@,TAM,W 38-7,,,,,,,,,,,
22,2009,12,2009-12-06,27-341,NOR,@,WAS,W 33-30,,,,,,,,,,,
23,2009,15,2009-12-27,27-362,NOR,,TAM,L 17-20,0,0,,0,1,1,8,8.00,0,0,0
24,2009,16,2010-01-03,28-004,NOR,@,CAR,L 10-23,0,0,,0,2,1,6,6.00,0,0,0
,,,24 Games,,,,,21-3-0,59,175,2.97,2,4,3,20,6.67,0,2,12
