
,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Rt,Yds,Y/Rt,TD
1,2003,5,2003-10-13,23-321,STL,,ATL,W 36-0,,,,
2,2003,6,2003-10-19,23-327,STL,,GNB,W 34-24,2,36,18.00,0
3,2003,7,2003-10-26,23-334,STL,@,PIT,W 33-21,4,73,18.25,0
4,2003,8,2003-11-02,23-341,STL,@,SFO,L 10-30,,,,
,,,4 Games,,,,,3-1-0,6,109,18.17,0
