
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1966,3,1966-09-18,23-302,BUF,,MIA,W 58-24,4,29,7.25,0,,0,0,,0,0,0,,0
2,1966,4,1966-09-25,23-309,BUF,,HOU,W 27-20,1,-4,-4.00,0,,0,0,,0,0,0,,0
3,1966,9,1966-11-06,23-351,BUF,@,MIA,W 29-0,5,33,6.60,0,,0,0,,0,0,0,,0
4,1966,11,1966-11-20,24-000,BUF,@,HOU,W 42-20,8,25,3.13,0,,0,0,,0,0,0,,0
5,1966,12,1966-11-24,24-004,BUF,@,OAK,W 31-10,3,20,6.67,0,,0,0,,0,0,0,,0
6,1966,13,1966-12-04,24-014,BUF,@,BOS,L 3-14,2,2,1.00,0,,1,1,1.00,0,0,0,,0
7,1966,14,1966-12-18,24-028,BUF,,DEN,W 38-21,8,43,5.38,0,,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
8,1967,2,1967-09-17,24-301,BUF,,HOU,L 3-20,0,0,,0,,0,0,,0,4,96,24.00,0
9,1967,3,1967-09-24,24-308,BUF,,BOS,L 0-23,0,0,,0,,0,0,,0,3,40,13.33,0
10,1967,4,1967-10-01,24-315,BUF,,SDG,L 17-37,0,0,,0,,0,0,,0,6,163,27.17,0
11,1967,5,1967-10-08,24-322,BUF,@,DEN,W 17-16,0,0,,0,,0,0,,0,3,47,15.67,0
,,,11 Games,,,,,7-4-0,31,148,4.77,0,,1,1,1.00,0,16,346,21.63,0
