
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,2000,1,2000-09-03,22-337,MIA,,SEA,W 23-0,,,,,,,,,
2,2000,2,2000-09-10,22-344,MIA,@,MIN,L 7-13,,,,,,,,,
3,2000,3,2000-09-17,22-351,MIA,,BAL,W 19-6,,,,,,,,,
4,2000,4,2000-09-24,22-358,MIA,,NWE,W 10-3,,,,,,,,,
5,2000,5,2000-10-01,22-365,MIA,@,CIN,W 31-16,,,,,,,,,
6,2000,6,2000-10-08,23-006,MIA,,BUF,W 22-13,,,,,,,,,
7,2000,7,2000-10-23,23-021,MIA,@,NYJ,L 37-40,,,,,,,,,
8,2000,8,2000-10-29,23-027,MIA,,GNB,W 28-20,,,,,,,,,
9,2000,9,2000-11-05,23-034,MIA,@,DET,W 23-8,0,,,,,,,,
10,2000,10,2000-11-12,23-041,MIA,@,SDG,W 17-7,,,,,,,,,
11,2000,11,2000-11-19,23-048,MIA,,NYJ,L 3-20,,,,,,,,,
12,2000,12,2000-11-26,23-055,MIA,@,IND,W 17-14,,,,,,,,,
13,2000,13,2000-12-03,23-062,MIA,@,BUF,W 33-6,,,,,,,,,
14,2000,14,2000-12-10,23-069,MIA,,TAM,L 13-16,,,,,,,,,
15,2000,15,2000-12-17,23-076,MIA,,IND,L 13-20,,,,,,,,,
16,2000,16,2000-12-24,23-083,MIA,@,NWE,W 27-24,2,2,14,7.00,0,0,0,,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
17,2001,1,2001-09-09,23-342,MIA,@,TEN,W 31-23,,,,,,,,,
18,2001,2,2001-09-23,23-356,MIA,,OAK,W 18-15,,,,,,,,,
19,2001,3,2001-09-30,23-363,MIA,@,STL,L 10-42,,,,,,,,,
20,2001,4,2001-10-07,24-005,MIA,,NWE,W 30-10,2,,,,,,,,
21,2001,5,2001-10-14,24-012,MIA,@,NYJ,L 17-21,,,,,,,,,
22,2001,6,2001-10-28,24-026,MIA,@,SEA,W 24-20,,,,,,,,,
23,2001,7,2001-11-04,24-033,MIA,,CAR,W 23-6,,,,,,,,,
24,2001,8,2001-11-11,24-040,MIA,@,IND,W 27-24,,,,,,,,,
25,2001,9,2001-11-18,24-047,MIA,,NYJ,L 0-24,0,0,0,,0,1,14,14.00,0
26,2001,10,2001-11-25,24-054,MIA,@,BUF,W 34-27,,,,,,,,,
27,2001,11,2001-12-02,24-061,MIA,,DEN,W 21-10,,,,,,,,,
28,2001,12,2001-12-10,24-069,MIA,,IND,W 41-6,,,,,,,,,
29,2001,13,2001-12-16,24-075,MIA,@,SFO,L 0-21,,,,,,,,,
30,2001,14,2001-12-22,24-081,MIA,@,NWE,L 13-20,0,0,0,,0,1,10,10.00,0
31,2001,15,2001-12-30,24-089,MIA,,ATL,W 21-14,,,,,,,,,
32,2001,16,2002-01-06,24-096,MIA,,BUF,W 34-7,,,,,,,,,
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
33,2002,1,2002-09-08,24-341,MIA,,DET,W 49-21,0,,,,,,,,
34,2002,2,2002-09-15,24-348,MIA,@,IND,W 21-13,,,,,,,,,
35,2002,3,2002-09-22,24-355,MIA,,NYJ,W 30-3,,,,,,,,,
36,2002,4,2002-09-29,24-362,MIA,@,KAN,L 30-48,,,,,,,,,
37,2002,5,2002-10-06,25-004,MIA,,NWE,W 26-13,,,,,,,,,
38,2002,7,2002-10-20,25-018,MIA,,BUF,L 10-23,,,,,,,,,
39,2002,10,2002-11-17,25-046,MIA,,BAL,W 26-7,,,,,,,,,
40,2002,11,2002-11-24,25-053,MIA,,SDG,W 30-3,,,,,,,,,
41,2002,12,2002-12-01,25-060,MIA,@,BUF,L 21-38,,,,,,,,,
42,2002,13,2002-12-09,25-068,MIA,,CHI,W 27-9,,,,,,,,,
43,2002,14,2002-12-15,25-074,MIA,,OAK,W 23-17,,,,,,,,,
44,2002,15,2002-12-21,25-080,MIA,@,MIN,L 17-20,,,,,,,,,
45,2002,16,2002-12-29,25-088,MIA,@,NWE,L 24-27,,,,,,,,,
,,,45 Games,,,,,30-15-0,4,2,14,7.00,0,2,24,12.00,0
