
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,2007,2,2007-09-16,23-343,CIN,@,CLE,L 45-51,0,0,,0,0,0,0,,0,0,0
2,2007,3,2007-09-23,23-350,CIN,@,SEA,L 21-24,0,0,,0,0,0,0,,0,0,0
3,2007,5,2007-10-07,23-364,IND,,TAM,W 33-14,8,24,3.00,0,2,1,9,9.00,0,0,0
4,2007,7,2007-10-28,24-020,IND,@,CAR,W 31-7,3,-2,-0.67,0,1,0,0,,0,0,0
5,2007,8,2007-11-04,24-027,IND,,NWE,L 20-24,0,0,,0,,0,0,,0,0,0
6,2007,9,2007-11-11,24-034,IND,@,SDG,L 21-23,0,0,,0,,0,0,,0,0,0
7,2007,10,2007-11-18,24-041,IND,,KAN,W 13-10,0,0,,0,,0,0,,0,0,0
8,2007,11,2007-11-22,24-045,IND,@,ATL,W 31-13,0,0,,0,0,0,0,,0,0,0
9,2007,12,2007-12-02,24-055,IND,,JAX,W 28-25,0,0,,0,,0,0,,0,0,0
10,2007,13,2007-12-09,24-062,IND,@,BAL,W 44-20,7,13,1.86,0,1,1,6,6.00,0,0,0
11,2007,14,2007-12-16,24-069,IND,@,OAK,W 21-14,0,0,,0,,0,0,,0,0,0
12,2007,15,2007-12-23,24-076,IND,,HOU,W 38-15,10,21,2.10,1,2,0,0,,0,1,6
13,2007,16,2007-12-30,24-083,IND,,TEN,L 10-16,2,8,4.00,0,3,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
14,2008,6,2008-10-19,25-011,IND,@,GNB,L 14-34,,,,,,,,,,,
15,2008,7,2008-10-27,25-019,IND,@,TEN,L 21-31,,,,,,,,,,,
,,,15 Games,,,,,8-7-0,30,64,2.13,1,9,2,15,7.50,0,1,6
