
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1987,3,1987-10-04,24-270,KAN,@,RAI,L 17-35,12,39,3.25,0,,1,5,5.00,0,0,0,,0,0,0
2,1987,4,1987-10-11,24-277,KAN,@,MIA,L 0-42,20,46,2.30,0,,1,9,9.00,0,3,49,16.33,0,0,0
3,1987,5,1987-10-18,24-284,KAN,,DEN,L 17-26,15,65,4.33,1,,5,30,6.00,0,0,0,,0,1,6
,,,3 Games,,,,,0-3-0,47,150,3.19,1,,7,44,6.29,0,3,49,16.33,0,1,6
