
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1976,5,1976-10-10,24-265,NOR,,ATL,W 30-0,3,8,2.67,0,,0,0,,0,0,0,,0
2,1976,11,1976-11-21,24-307,NOR,@,SEA,W 51-27,3,13,4.33,0,,0,0,,0,0,0,,0
3,1976,12,1976-11-28,24-314,NOR,@,RAM,L 14-33,0,0,,0,,1,14,14.00,0,0,0,,0
4,1976,13,1976-12-05,24-321,NOR,@,NWE,L 6-27,0,0,,0,,0,0,,0,1,12,12.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
5,1977,1,1977-09-18,25-242,NOR,,GNB,L 20-24,0,0,,0,,0,0,,0,1,13,13.00,0
6,1977,3,1977-10-02,25-256,NOR,@,CHI,W 42-24,0,0,,0,,0,0,,0,1,10,10.00,0
7,1977,4,1977-10-09,25-263,NOR,,SDG,L 0-14,1,3,3.00,0,,0,0,,0,0,0,,0
8,1977,9,1977-11-13,25-298,NOR,,SFO,L 7-10,2,3,1.50,0,,0,0,,0,0,0,,0
9,1977,11,1977-11-27,25-312,NOR,@,SFO,L 17-20,2,6,3.00,0,,0,0,,0,0,0,,0
10,1977,13,1977-12-11,25-326,NOR,,TAM,L 14-33,1,5,5.00,0,,1,9,9.00,0,0,0,,0
11,1977,14,1977-12-18,25-333,NOR,@,ATL,L 7-35,2,6,3.00,0,,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
12,1978,11,1978-11-12,26-297,NOR,,ATL,L 17-20,1,1,1.00,0,,1,4,4.00,0,0,0,,0
13,1978,14,1978-12-03,26-318,NOR,,SFO,W 24-13,3,13,4.33,0,,0,0,,0,0,0,,0
14,1978,16,1978-12-17,26-332,NOR,@,TAM,W 17-10,5,17,3.40,0,,1,6,6.00,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
15,1979,2,1979-09-09,27-233,NOR,@,GNB,L 19-28,3,5,1.67,0,,0,0,,0,0,0,,0
,,,15 Games,,,,,5-10-0,26,80,3.08,0,,4,33,8.25,0,3,35,11.67,0
