
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1985,1,1985-09-08,22-244,KAN,@,NOR,W 47-27,2,2,1.00,0,,0,0,,0,0,0,,0
2,1985,2,1985-09-12,22-248,KAN,,RAI,W 36-20,3,15,5.00,0,,1,7,7.00,0,0,0,,0
3,1985,3,1985-09-22,22-258,KAN,@,MIA,L 0-31,2,9,4.50,0,,1,6,6.00,0,0,0,,0
4,1985,4,1985-09-29,22-265,KAN,,SEA,W 28-7,7,20,2.86,0,,0,0,,0,0,0,,0
5,1985,5,1985-10-06,22-272,KAN,@,RAI,L 10-19,7,17,2.43,0,,1,4,4.00,0,1,13,13.00,0
6,1985,6,1985-10-13,22-279,KAN,@,SDG,L 20-31,1,3,3.00,0,,1,6,6.00,0,0,0,,0
7,1985,7,1985-10-20,22-286,KAN,,RAM,L 0-16,5,15,3.00,0,,1,7,7.00,0,0,0,,0
8,1985,8,1985-10-27,22-293,KAN,,DEN,L 10-30,0,0,,0,,1,8,8.00,0,0,0,,0
9,1985,9,1985-11-03,22-300,KAN,@,HOU,L 20-23,0,0,,0,,0,0,,0,0,0,,0
10,1985,10,1985-11-10,22-307,KAN,,PIT,L 28-36,0,0,,0,,1,7,7.00,0,0,0,,0
11,1985,11,1985-11-17,22-314,KAN,@,SFO,L 3-31,0,0,,0,,0,0,,0,0,0,,0
12,1985,12,1985-11-24,22-321,KAN,,IND,W 20-7,0,0,,0,,0,0,,0,0,0,,0
13,1985,13,1985-12-01,22-328,KAN,@,SEA,L 6-24,0,0,,0,,0,0,,0,0,0,,0
14,1985,14,1985-12-08,22-335,KAN,,ATL,W 38-10,1,2,2.00,0,,0,0,,0,0,0,,0
15,1985,15,1985-12-14,22-341,KAN,@,DEN,L 13-14,0,0,,0,,0,0,,0,0,0,,0
16,1985,16,1985-12-22,22-349,KAN,,SDG,W 38-34,0,0,,0,,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
17,1986,12,1986-11-23,23-320,BUF,@,NWE,L 19-22,0,0,,0,,,,,,,,,
18,1986,13,1986-11-30,23-327,BUF,@,KAN,W 17-14,0,0,,0,,,,,,,,,
19,1986,14,1986-12-07,23-334,BUF,,CLE,L 17-21,0,0,,0,,,,,,,,,
20,1986,15,1986-12-14,23-341,BUF,@,IND,L 14-24,0,0,,0,,,,,,,,,
21,1986,16,1986-12-21,23-348,BUF,@,HOU,L 7-16,4,10,2.50,0,,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
22,1987,3,1987-10-04,24-270,BUF,,IND,L 6-47,5,9,1.80,0,,0,0,,0,0,0,,0
23,1987,4,1987-10-11,24-277,BUF,@,NWE,L 7-14,4,19,4.75,0,,1,3,3.00,0,0,0,,0
24,1987,5,1987-10-18,24-284,BUF,,NYG,W 6-3,0,0,,0,,0,0,,0,,,,
,,,24 Games,,,,,8-16-0,41,121,2.95,0,,8,48,6.00,0,1,13,13.00,0
