
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD
1,1985,3,1985-09-22,23-233,KAN,@,MIA,L 0-31,4,10,2.50,0,,2,16,8.00,0
2,1985,4,1985-09-29,23-240,KAN,,SEA,W 28-7,6,12,2.00,0,,0,0,,0
3,1985,5,1985-10-06,23-247,KAN,@,RAI,L 10-19,0,0,,0,,0,0,,0
4,1985,6,1985-10-13,23-254,KAN,@,SDG,L 20-31,0,0,,0,,0,0,,0
5,1985,7,1985-10-20,23-261,KAN,,RAM,L 0-16,2,-3,-1.50,0,,1,15,15.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD
6,1987,3,1987-10-04,25-245,DAL,@,NYJ,W 38-24,0,0,,0,,0,0,,0
7,1987,4,1987-10-11,25-252,DAL,,PHI,W 41-22,2,7,3.50,0,,1,3,3.00,0
8,1987,5,1987-10-19,25-260,DAL,,WAS,L 7-13,0,0,,0,,2,13,6.50,0
,,,8 Games,,,,,3-5-0,14,26,1.86,0,,6,47,7.83,0
