
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1987,4,1987-10-12,23-263,DEN,,RAI,W 30-14,23,128,5.57,2,,2,19,9.50,0,2,12
2,1987,5,1987-10-18,23-269,DEN,@,KAN,W 26-17,12,26,2.17,0,,5,22,4.40,0,0,0
,,,2 Games,,,,,2-0-0,35,154,4.40,2,,7,41,5.86,0,2,12
