
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
1,1979,1,1979-09-02,22-199,MIN,,SFO,W 28-22,3,21,7.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
2,1979,2,1979-09-09,22-206,MIN,@,CHI,L 7-26,3,24,8.00,0,,0,0,,0,0,0,,0,0,0,,,,2,52,26.00,0,0,0
3,1979,3,1979-09-16,22-213,MIN,,MIA,L 12-27,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,3,49,16.33,0,0,0
4,1979,4,1979-09-23,22-220,MIN,,GNB,W 27-21,15,77,5.13,0,,1,-2,-2.00,0,0,0,,0,0,0,,,,3,85,28.33,0,0,0
5,1979,5,1979-09-30,22-227,MIN,@,DET,W 13-10,14,61,4.36,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
6,1979,8,1979-10-21,22-248,MIN,,CHI,W 30-27,8,14,1.75,0,,2,15,7.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
7,1979,9,1979-10-28,22-255,MIN,,TAM,L 10-12,20,85,4.25,0,,6,35,5.83,0,0,0,,0,0,0,,,,0,0,,0,0,0
8,1979,10,1979-11-04,22-262,MIN,@,STL,L 7-37,16,52,3.25,0,,3,11,3.67,0,0,0,,0,0,0,,,,0,0,,0,0,0
9,1979,11,1979-11-11,22-269,MIN,@,GNB,L 7-19,8,57,7.13,0,,5,34,6.80,0,0,0,,0,0,0,,,,0,0,,0,0,0
10,1979,12,1979-11-18,22-276,MIN,,DET,W 14-7,6,32,5.33,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
11,1979,13,1979-11-25,22-283,MIN,@,TAM,W 23-22,12,52,4.33,0,,4,13,3.25,0,0,0,,0,0,0,,,,0,0,,0,0,0
12,1979,14,1979-12-02,22-290,MIN,@,RAM,L 21-27,18,52,2.89,0,,5,56,11.20,0,0,0,,0,0,0,,,,0,0,,0,0,0
13,1979,15,1979-12-09,22-297,MIN,,BUF,W 10-3,1,4,4.00,0,,1,0,0.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
14,1979,16,1979-12-16,22-304,MIN,@,NWE,L 23-27,6,20,3.33,1,,4,35,8.75,0,0,0,,0,0,0,,,,0,0,,0,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
15,1980,1,1980-09-07,23-205,MIN,,ATL,W 24-23,10,36,3.60,0,,5,56,11.20,0,0,0,,0,0,0,,,,0,0,,0,0,0
16,1980,2,1980-09-14,23-212,MIN,,PHI,L 7-42,10,28,2.80,0,,7,36,5.14,0,0,0,,0,0,0,,,,0,0,,0,0,0
17,1980,3,1980-09-21,23-219,MIN,@,CHI,W 34-14,22,113,5.14,2,,2,13,6.50,0,0,0,,0,0,0,,,,0,0,,0,2,12
18,1980,4,1980-09-28,23-226,MIN,@,DET,L 7-27,6,26,4.33,0,,2,12,6.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
19,1980,5,1980-10-05,23-233,MIN,,PIT,L 17-23,15,46,3.07,0,,1,16,16.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
20,1980,6,1980-10-12,23-240,MIN,,CHI,W 13-7,15,62,4.13,1,,4,25,6.25,0,0,0,,0,0,0,,,,0,0,,0,1,6
21,1980,7,1980-10-19,23-247,MIN,@,CIN,L 0-14,11,28,2.55,0,,4,34,8.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
22,1980,8,1980-10-26,23-254,MIN,@,GNB,L 3-16,15,36,2.40,0,,3,36,12.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
23,1980,9,1980-11-02,23-261,MIN,@,WAS,W 39-14,20,67,3.35,0,,4,71,17.75,0,0,0,,0,0,0,,,,0,0,,0,0,0
24,1980,10,1980-11-09,23-268,MIN,,DET,W 34-0,15,50,3.33,0,,9,140,15.56,1,0,0,,0,0,0,,,,0,0,,0,1,6
25,1980,11,1980-11-16,23-275,MIN,,TAM,W 38-30,15,73,4.87,2,,3,31,10.33,0,0,0,,0,0,0,,,,0,0,,0,2,12
26,1980,12,1980-11-23,23-282,MIN,,GNB,L 13-25,12,47,3.92,1,,1,5,5.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
27,1980,13,1980-11-30,23-289,MIN,@,NOR,W 23-20,21,95,4.52,1,,3,33,11.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
28,1980,14,1980-12-07,23-296,MIN,@,TAM,W 21-10,12,90,7.50,1,,6,47,7.83,0,0,0,,0,0,0,,,,0,0,,0,1,6
29,1980,15,1980-12-14,23-303,MIN,,CLE,W 28-23,10,49,4.90,0,,7,58,8.29,1,0,0,,0,0,0,,,,0,0,,0,1,6
30,1980,16,1980-12-21,23-310,MIN,@,HOU,L 16-20,10,66,6.60,0,,1,10,10.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
31,1981,1,1981-09-05,24-202,MIN,@,TAM,L 13-21,20,79,3.95,0,,12,77,6.42,0,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,,0,0,0
32,1981,2,1981-09-14,24-211,MIN,,OAK,L 10-36,10,11,1.10,0,,1,9,9.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
33,1981,3,1981-09-20,24-217,MIN,,DET,W 26-24,18,77,4.28,1,,9,115,12.78,1,0,0,,0,0,0,,,,0,0,,0,2,12
34,1981,4,1981-09-27,24-224,MIN,@,GNB,W 30-13,21,109,5.19,0,,2,23,11.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
35,1981,5,1981-10-04,24-231,MIN,,CHI,W 24-21,24,97,4.04,1,,4,29,7.25,0,0,0,,0,0,0,,,,0,0,,0,1,6
36,1981,6,1981-10-11,24-238,MIN,@,SDG,W 33-31,21,68,3.24,0,,5,109,21.80,1,0,0,,0,0,0,,,,0,0,,0,1,6
37,1981,7,1981-10-18,24-245,MIN,,PHI,W 35-23,22,92,4.18,1,,10,82,8.20,0,0,0,,0,0,0,,,,0,0,,0,1,6
38,1981,8,1981-10-25,24-252,MIN,@,STL,L 17-30,13,55,4.23,0,,5,41,8.20,0,0,0,,0,0,0,,,,0,0,,0,0,0
39,1981,9,1981-11-02,24-260,MIN,@,DEN,L 17-19,14,47,3.36,0,,4,20,5.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
40,1981,10,1981-11-08,24-266,MIN,,TAM,W 25-10,31,129,4.16,1,,8,48,6.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
41,1981,11,1981-11-15,24-273,MIN,,NOR,W 20-10,16,54,3.38,1,,5,53,10.60,0,0,0,,0,0,0,,,,0,0,,0,1,6
42,1981,12,1981-11-23,24-281,MIN,@,ATL,L 30-31,16,108,6.75,0,,5,35,7.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
43,1981,13,1981-11-29,24-287,MIN,,GNB,L 23-35,11,28,2.55,1,,7,42,6.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
44,1981,14,1981-12-06,24-294,MIN,@,CHI,L 9-10,16,38,2.38,0,,2,-2,-1.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
45,1981,15,1981-12-12,24-300,MIN,@,DET,L 7-45,15,55,3.67,0,,3,-3,-1.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
