
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD
1,2011,11,2011-11-27,23-364,IND,,CAR,L 19-27,1,1,5,5.00,0
2,2011,13,2011-12-11,24-013,IND,@,BAL,L 10-24,0,0,0,,0
3,2011,14,2011-12-18,24-020,IND,,TEN,W 27-13,,,,,
4,2011,15,2011-12-22,24-024,IND,,HOU,W 19-16,,,,,
5,2011,16,2012-01-01,24-034,IND,@,JAX,L 13-19,,,,,
,,,5 Games,,,,,2-3-0,1,1,5,5.00,0
