
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD
1,1999,9,1999-11-07,21-212,BUF,@,WAS,W 34-17,,,,,,,,
2,1999,10,1999-11-14,21-219,BUF,,MIA,W 23-3,5,15,3.00,0,0,0,,0
3,1999,11,1999-11-21,21-226,BUF,@,NYJ,L 7-17,,,,,,,,
4,1999,12,1999-11-28,21-233,BUF,,NWE,W 17-7,3,18,6.00,0,0,0,,0
5,1999,13,1999-12-12,21-247,BUF,,NYG,L 17-19,,,,,,,,
6,1999,14,1999-12-19,21-254,BUF,@,ARI,W 31-21,,,,,,,,
7,1999,15,1999-12-26,21-261,BUF,@,NWE,W 13-10,0,0,,0,1,11,11.00,0
8,1999,16,2000-01-02,21-268,BUF,,IND,W 31-6,3,5,1.67,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD
9,2000,4,2000-10-01,22-175,IND,@,BUF,W 18-16,,,,,,,,
10,2000,7,2000-10-22,22-196,IND,,NWE,W 30-23,,,,,,,,
11,2000,8,2000-10-29,22-203,IND,,DET,W 30-18,,,,,,,,
12,2000,9,2000-11-05,22-210,IND,@,CHI,L 24-27,,,,,,,,
13,2000,10,2000-11-12,22-217,IND,,NYJ,W 23-15,,,,,,,,
14,2000,11,2000-11-19,22-224,IND,@,GNB,L 24-26,,,,,,,,
15,2000,14,2000-12-11,22-246,IND,,BUF,W 44-20,2,12,6.00,0,0,0,,0
16,2000,15,2000-12-17,22-252,IND,@,MIA,W 20-13,,,,,,,,
17,2000,16,2000-12-24,22-259,IND,,MIN,W 31-10,2,1,0.50,0,0,0,,0
,,,17 Games,,,,,13-4-0,15,51,3.40,0,1,11,11.00,0
