
,,,,,,,,
Rk,Year,G#,Date,Age,Tm,,Opp,Result
1,2003,13,2003-12-07,24-178,IND,@,TEN,W 29-27
2,2003,14,2003-12-14,24-185,IND,,ATL,W 38-7
3,2003,15,2003-12-21,24-192,IND,,DEN,L 17-31
4,2003,16,2003-12-28,24-199,IND,@,HOU,W 20-17
,,,,,,,,
Rk,Year,G#,Date,Age,Tm,,Opp,Result
5,2004,1,2004-09-09,25-089,IND,@,NWE,L 24-27
6,2004,2,2004-09-19,25-099,IND,@,TEN,W 31-17
,,,6 Games,,,,,4-2-0
