
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
1,1960,1,1960-09-09,21-353,DEN,@,BOS,W 13-10,8,66,8.25,0,,0,0,,0,0,0,,0,0,0,,,,1,24,24.00,0,1,76,76.00,1,1,2,50.0,,,,1,7
2,1960,2,1960-09-18,21-362,DEN,@,BUF,W 27-21,3,-2,-0.67,0,,1,-5,-5.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,3,3,100.0,2,2,100.0,0,9
3,1960,3,1960-09-23,22-001,DEN,@,NYT,L 24-28,11,67,6.09,1,,0,0,,0,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,3,3,100.0,1,2,50.0,1,12
4,1960,4,1960-10-02,22-010,DEN,,OAK,W 31-14,4,13,3.25,0,,0,0,,0,1,1,100.00,46,0,0,118.7,46.00,46.00,0,0,,0,0,0,,0,4,4,100.0,1,3,33.3,0,7
5,1960,5,1960-10-16,22-024,DEN,,LAC,L 19-23,5,6,1.20,0,,1,9,9.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,1,1,100.0,4,4,100.0,0,13
6,1960,6,1960-10-23,22-031,DEN,,BOS,W 31-24,7,20,2.86,0,,2,15,7.50,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,4,4,100.0,1,2,50.0,0,7
7,1960,7,1960-10-30,22-038,DEN,,DTX,L 14-17,8,42,5.25,0,,4,50,12.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,2,2,100.0,,2,0.0,0,2
8,1960,8,1960-11-06,22-045,DEN,,HOU,L 25-45,4,-7,-1.75,0,,3,34,11.33,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0,,0,1,2,50.0,2,4,50.0,0,7
