
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1964,3,1964-09-27,23-295,MIN,@,RAM,L 13-22,0,0,,0,,0,0,,0,2,57,28.50,0
2,1964,4,1964-10-04,23-302,MIN,@,GNB,W 24-23,16,55,3.44,0,,0,0,,0,0,0,,0
3,1964,5,1964-10-11,23-309,MIN,,DET,L 20-24,14,31,2.21,0,,0,0,,0,2,27,13.50,0
4,1964,6,1964-10-18,23-316,MIN,,PIT,W 30-10,2,6,3.00,0,,0,0,,0,1,29,29.00,0
5,1964,8,1964-11-01,23-330,MIN,,GNB,L 13-42,1,-1,-1.00,0,,0,0,,0,2,61,30.50,0
6,1964,9,1964-11-08,23-337,MIN,,SFO,W 24-7,6,38,6.33,0,,1,14,14.00,0,1,18,18.00,0
,,,6 Games,,,,,3-3-0,39,129,3.31,0,,1,14,14.00,0,8,192,24.00,0
