
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
1,1970,1,1970-09-20,23-258,SFO,,WAS,W 26-17,1,27,27.00,0,,2,21,10.50,0,0,0,,0,0,0,,,,0,0
2,1970,2,1970-09-27,23-265,SFO,,CLE,W 34-31,0,0,,0,,1,15,15.00,0,0,0,,0,0,0,,,,0,0
3,1970,5,1970-10-18,23-286,SFO,,NOR,T 20-20,2,-4,-2.00,0,,2,65,32.50,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0
4,1970,6,1970-10-25,23-293,SFO,,DEN,W 19-14,5,2,0.40,0,,2,59,29.50,1,0,0,,0,0,0,,,,1,6
5,1970,7,1970-11-01,23-300,SFO,,GNB,W 26-10,2,13,6.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0
6,1970,8,1970-11-08,23-307,SFO,@,CHI,W 37-16,1,-2,-2.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
7,1970,10,1970-11-22,23-321,SFO,@,DET,L 7-28,1,-1,-1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
8,1970,12,1970-12-06,23-335,SFO,,ATL,W 24-20,2,7,3.50,0,,1,-2,-2.00,0,0,0,,0,0,0,,,,0,0
9,1970,14,1970-12-20,23-349,SFO,@,OAK,W 38-7,4,1,0.25,0,,0,0,,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
10,1971,2,1971-09-26,24-264,SFO,@,NOR,W 38-20,2,22,11.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
11,1971,3,1971-10-03,24-271,SFO,@,PHI,W 31-3,2,11,5.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0
12,1971,13,1971-12-12,24-341,SFO,,ATL,W 24-3,1,1,1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
13,1972,1,1972-09-17,25-256,SFO,,SDG,W 34-3,1,-3,-3.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
14,1972,6,1972-10-22,25-291,SFO,,NOR,T 20-20,0,0,,0,,2,54,27.00,1,0,0,,0,0,0,,,,1,6
15,1972,14,1972-12-16,25-346,SFO,,MIN,W 20-17,2,12,6.00,0,,1,12,12.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,TD,Pts
16,1973,2,1973-09-23,26-261,SFO,@,DEN,W 36-34,0,0,,0,,3,6,2.00,0,1,1,100.00,48,0,0,118.7,48.00,48.00,0,0
17,1973,3,1973-09-30,26-268,SFO,,RAM,L 20-40,0,0,,0,,3,32,10.67,0,0,0,,0,0,0,,,,0,0
18,1973,6,1973-10-21,26-289,SFO,,NOR,W 40-0,0,0,,0,,2,11,5.50,0,0,0,,0,0,0,,,,0,0
19,1973,7,1973-10-28,26-296,SFO,,ATL,L 3-17,0,0,,0,,2,18,9.00,0,0,0,,0,0,0,,,,0,0
20,1973,8,1973-11-04,26-303,SFO,@,DET,L 20-30,1,-6,-6.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0
,,,20 Games,,,,,14-4-2,27,80,2.96,0,,21,291,13.86,2,1,3,33.33,48,0,0,81.9,16.00,16.00,2,12
