
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1979,1,1979-09-01,23-208,TAM,,DET,W 31-16,4,9,2.25,0,,1,12,12.00,0,0,0,,0
2,1979,3,1979-09-16,23-223,TAM,@,GNB,W 21-10,2,11,5.50,0,,0,0,,0,0,0,,0
3,1979,6,1979-10-07,23-244,TAM,@,NYG,L 14-17,1,9,9.00,0,,1,7,7.00,0,0,0,,0
4,1979,7,1979-10-14,23-251,TAM,,NOR,L 14-42,0,0,,0,,2,11,5.50,0,0,0,,0
5,1979,8,1979-10-21,23-258,TAM,,GNB,W 21-3,1,6,6.00,0,,0,0,,0,0,0,,0
6,1979,11,1979-11-11,23-279,TAM,@,DET,W 16-14,15,67,4.47,0,,1,10,10.00,0,0,0,,0
7,1979,15,1979-12-09,23-307,TAM,@,SFO,L 7-23,0,0,,0,,0,0,,0,1,6,6.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
8,1980,1,1980-09-07,24-215,TAM,@,CIN,W 17-12,0,0,,0,,0,0,,0,1,19,19.00,0
9,1980,13,1980-11-30,24-299,TAM,@,GNB,W 20-17,19,72,3.79,0,,0,0,,0,0,0,,0
10,1980,14,1980-12-07,24-306,TAM,,MIN,L 10-21,15,54,3.60,0,,0,0,,0,0,0,,0
11,1980,15,1980-12-14,24-313,TAM,@,DET,L 14-27,4,2,0.50,0,,0,0,,0,0,0,,0
12,1980,16,1980-12-20,24-319,TAM,,CHI,L 13-14,1,3,3.00,0,,1,6,6.00,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
13,1983,14,1983-12-01,27-299,RAI,@,SDG,W 42-10,6,22,3.67,0,,0,0,,0,0,0,,0
,,,13 Games,,,,,7-6-0,68,255,3.75,0,,6,46,7.67,0,2,25,12.50,0
