
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Int,Yds,TD
1,1960,4,1960-10-16,22-177,BAL,,RAM,W 31-17,3,0,0.00,0,,1,25,25.00,0,0,0,,0,0,0,0
2,1960,5,1960-10-23,22-184,BAL,@,DET,L 17-30,0,0,,0,,0,0,,0,1,8,8.00,0,0,0,0
3,1960,6,1960-10-30,22-191,BAL,@,DAL,W 45-7,1,1,1.00,0,,1,2,2.00,0,0,0,,0,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Def Interceptions,Def Interceptions,Def Interceptions
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,Int,Yds,TD
4,1962,8,1962-10-28,24-189,NYT,,SDG,W 23-3,0,0,,0,,0,0,,0,0,0,,0,1,21,0
5,1962,9,1962-11-04,24-196,NYT,,OAK,W 31-21,3,5,1.67,0,,0,0,,0,0,0,,0,0,0,0
6,1962,10,1962-11-11,24-203,NYT,,DTX,L 31-52,0,0,,0,,1,3,3.00,0,3,50,16.67,0,0,0,0
7,1962,12,1962-11-30,24-222,NYT,@,BOS,L 17-24,0,0,,0,,0,0,,0,1,22,22.00,0,0,0,0
,,,7 Games,,,,,4-3-0,7,6,0.86,0,,3,30,10.00,0,5,80,16.00,0,1,21,0
