
,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Rt,Yds,Y/Rt,TD
1,1987,3,1987-10-04,26-107,RAM,@,NOR,L 10-37,3,71,23.67,0
2,1987,4,1987-10-11,26-114,RAM,,PIT,W 31-21,2,29,14.50,0
3,1987,5,1987-10-18,26-121,RAM,@,ATL,L 20-24,3,58,19.33,0
,,,3 Games,,,,,1-2-0,8,158,19.75,0
