
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD,TD,Pts
1,1987,3,1987-10-04,24-081,WAS,,STL,W 28-21,27,82,3.04,1,,0,0,,0,2,31,15.50,0,1,6
2,1987,4,1987-10-11,24-088,WAS,@,NYG,W 38-12,27,128,4.74,1,,1,13,13.00,0,0,0,,0,1,6
3,1987,5,1987-10-19,24-096,WAS,@,DAL,W 13-7,26,136,5.23,0,,0,0,,0,0,0,,0,0,0
,,,3 Games,,,,,3-0-0,80,346,4.33,2,,1,13,13.00,0,2,31,15.50,0,2,12
