
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
1,1960,1,1960-09-25,24-277,GNB,,CHI,L 14-17,13,54,4.15,1,,3,14,4.67,0,1,2,50.00,9,0,0,62.5,4.50,4.50,2,2,100.0,,2,0.0,1,8
2,1960,2,1960-10-02,24-284,GNB,,DET,W 28-9,14,73,5.21,1,,1,16,16.00,1,0,2,0.00,0,0,0,39.6,0.00,0.00,4,4,100.0,,,,2,16
3,1960,3,1960-10-09,24-291,GNB,,BAL,W 35-21,13,77,5.92,0,,0,0,,0,0,1,0.00,0,0,0,39.6,0.00,0.00,5,5,100.0,,1,0.0,0,5
4,1960,4,1960-10-23,24-305,GNB,,SFO,W 41-14,13,72,5.54,2,,1,10,10.00,0,1,2,50.00,23,0,0,91.7,11.50,11.50,5,5,100.0,2,3,66.7,2,23
5,1960,5,1960-10-30,24-312,GNB,@,PIT,W 19-13,9,33,3.67,0,,2,20,10.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,1,1,100.0,4,6,66.7,0,13
6,1960,6,1960-11-06,24-319,GNB,@,BAL,L 24-38,17,99,5.82,2,,5,46,9.20,0,1,1,100.00,16,0,0,118.7,16.00,16.00,3,3,100.0,1,2,50.0,2,18
7,1960,7,1960-11-13,24-326,GNB,,DAL,W 41-7,13,17,1.31,1,,3,32,10.67,0,1,2,50.00,12,0,0,68.7,6.00,6.00,5,5,100.0,2,3,66.7,1,17
8,1960,8,1960-11-20,24-333,GNB,,RAM,L 31-33,16,47,2.94,2,,2,45,22.50,0,1,2,50.00,18,1,0,120.8,9.00,19.00,4,4,100.0,1,3,33.3,2,19
9,1960,9,1960-11-24,24-337,GNB,@,DET,L 10-23,9,23,2.56,1,,1,4,4.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,1,1,100.0,1,1,100.0,1,10
10,1960,10,1960-12-04,24-347,GNB,@,CHI,W 41-13,14,68,4.86,1,,3,32,10.67,1,0,0,,0,0,0,,,,5,5,100.0,2,2,100.0,2,23
11,1960,11,1960-12-10,24-353,GNB,@,SFO,W 13-0,19,86,4.53,1,,4,25,6.25,0,0,0,,0,0,0,,,,1,1,100.0,2,3,66.7,1,13
12,1960,12,1960-12-17,24-360,GNB,@,RAM,W 35-21,10,22,2.20,1,,3,13,4.33,0,1,2,50.00,40,1,0,135.4,20.00,30.00,5,5,100.0,,2,0.0,1,11
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
13,1961,1,1961-09-17,25-268,GNB,,DET,L 13-17,7,24,3.43,0,,3,17,5.67,0,0,1,0.00,0,0,0,39.6,0.00,0.00,1,1,100.0,2,3,66.7,0,7
14,1961,2,1961-09-24,25-275,GNB,,SFO,W 30-10,17,51,3.00,1,,1,12,12.00,0,0,0,,0,0,0,,,,3,3,100.0,3,4,75.0,1,18
15,1961,3,1961-10-01,25-282,GNB,,CHI,W 24-0,9,59,6.56,0,,1,7,7.00,0,0,0,,0,0,0,,,,3,3,100.0,1,1,100.0,0,6
16,1961,4,1961-10-08,25-289,GNB,,BAL,W 45-7,11,111,10.09,3,,3,28,9.33,1,0,0,,0,0,0,,,,6,6,100.0,1,1,100.0,4,33
17,1961,5,1961-10-15,25-296,GNB,@,CLE,W 49-17,7,37,5.29,1,,0,0,,0,0,0,,0,0,0,,,,7,7,100.0,,1,0.0,1,13
18,1961,6,1961-10-22,25-303,GNB,@,MIN,W 33-7,2,17,8.50,0,,0,0,,0,0,0,,0,0,0,,,,3,3,100.0,4,4,100.0,0,15
19,1961,7,1961-10-29,25-310,GNB,,MIN,W 28-10,12,70,5.83,1,,1,1,1.00,0,1,1,100.00,10,1,0,147.9,10.00,30.00,4,4,100.0,,,,1,10
20,1961,8,1961-11-05,25-317,GNB,@,BAL,L 21-45,7,32,4.57,1,,0,0,,0,1,1,100.00,12,0,0,116.7,12.00,12.00,3,3,100.0,,1,0.0,1,9
21,1961,9,1961-11-12,25-324,GNB,@,CHI,W 31-28,22,94,4.27,1,,1,34,34.00,1,0,0,,0,0,0,,,,4,4,100.0,1,2,50.0,2,19
22,1961,10,1961-11-19,25-331,GNB,,RAM,W 35-17,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1961,11,1961-11-23,25-335,GNB,@,DET,W 17-9,14,23,1.64,0,,2,29,14.50,0,0,0,,0,0,0,,,,2,2,100.0,1,2,50.0,0,5
24,1961,12,1961-12-03,25-345,GNB,,NYG,W 20-17,11,54,4.91,0,,1,7,7.00,0,1,1,100.00,20,0,0,118.7,20.00,20.00,2,2,100.0,2,2,100.0,0,8
25,1961,13,1961-12-10,25-352,GNB,@,SFO,L 21-22,8,25,3.13,0,,2,10,5.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,3,3,100.0,,1,0.0,0,3
26,1961,14,1961-12-17,25-359,GNB,@,RAM,W 24-17,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
