
27,1962,1,1962-09-16,26-267,GNB,,MIN,W 34-7,10,67,6.70,3,,2,2,1.00,0,1,1,100.00,41,0,0,118.7,41.00,41.00,4,4,100.0,2,3,66.7,3,28
28,1962,2,1962-09-23,26-274,GNB,,STL,W 17-0,11,34,3.09,1,,0,0,,0,1,1,100.00,8,0,0,100.0,8.00,8.00,2,2,100.0,1,2,50.0,1,11
29,1962,3,1962-09-30,26-281,GNB,,CHI,W 49-0,2,14,7.00,0,,0,0,,0,0,0,,0,0,0,,,,7,7,100.0,,,,0,7
30,1962,4,1962-10-07,26-288,GNB,,DET,W 9-7,10,37,3.70,0,,2,10,5.00,0,0,1,0.00,0,0,1,0.0,0.00,-45.00,,,,3,4,75.0,0,9
31,1962,5,1962-10-14,26-295,GNB,@,MIN,W 48-21,6,10,1.67,1,,1,3,3.00,0,0,0,,0,0,0,,,,1,1,100.0,,,,1,7
32,1962,6,1962-10-21,26-302,GNB,,SFO,W 31-13,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1962,7,1962-10-28,26-309,GNB,@,BAL,W 17-6,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1962,8,1962-11-04,26-316,GNB,@,CHI,W 38-7,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1962,9,1962-11-11,26-323,GNB,@,PHI,W 49-0,1,4,4.00,0,,0,0,,0,2,2,100.00,31,0,0,118.7,15.50,15.50,,,,,1,0.0,0,0
36,1962,10,1962-11-18,26-330,GNB,,BAL,W 17-13,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1962,11,1962-11-22,26-334,GNB,@,DET,L 14-26,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1962,12,1962-12-02,26-344,GNB,,RAM,W 41-10,9,27,3.00,0,,2,65,32.50,1,0,1,0.00,0,0,1,0.0,0.00,-45.00,,,,,,,1,6
39,1962,13,1962-12-09,26-351,GNB,@,SFO,W 31-21,4,16,4.00,0,,0,0,,0,0,0,,0,0,0,,,,,,,,,,0,0
40,1962,14,1962-12-16,26-358,GNB,@,RAM,W 20-17,4,10,2.50,0,,2,88,44.00,1,0,0,,0,0,0,,,,,,,,,,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
41,1964,1,1964-09-13,28-265,GNB,,CHI,W 23-12,15,77,5.13,0,,0,0,,0,1,2,50.00,9,0,0,62.5,4.50,4.50,2,2,100.0,3,5,60.0,0,11
42,1964,2,1964-09-20,28-272,GNB,,BAL,L 20-21,10,49,4.90,2,,1,2,2.00,0,1,1,100.00,6,0,0,91.7,6.00,6.00,2,3,66.7,,,,2,14
43,1964,3,1964-09-28,28-280,GNB,@,DET,W 14-10,11,17,1.55,1,,3,57,19.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,2,2,100.0,,2,0.0,1,8
44,1964,4,1964-10-04,28-286,GNB,,MIN,L 23-24,12,60,5.00,1,,1,21,21.00,0,0,2,0.00,0,0,0,39.6,0.00,0.00,2,3,66.7,1,1,100.0,1,11
45,1964,5,1964-10-11,28-293,GNB,,SFO,W 24-14,5,24,4.80,0,,0,0,,0,0,0,,0,0,0,,,,2,2,100.0,1,3,33.3,0,5
46,1964,6,1964-10-18,28-300,GNB,@,BAL,L 21-24,4,13,3.25,0,,0,0,,0,0,0,,0,0,0,,,,3,3,100.0,,5,0.0,0,3
47,1964,7,1964-10-25,28-307,GNB,,RAM,L 17-27,9,61,6.78,0,,1,8,8.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,2,2,100.0,1,3,33.3,0,5
48,1964,8,1964-11-01,28-314,GNB,@,MIN,W 42-13,8,20,2.50,0,,0,0,,0,0,0,,0,0,0,,,,6,6,100.0,,1,0.0,0,6
49,1964,9,1964-11-08,28-321,GNB,,DET,W 30-7,5,17,3.40,0,,2,5,2.50,0,0,0,,0,0,0,,,,3,3,100.0,3,4,75.0,0,12
50,1964,10,1964-11-15,28-328,GNB,@,SFO,L 14-24,5,31,6.20,0,,0,0,,0,1,2,50.00,10,0,0,64.6,5.00,5.00,2,2,100.0,,4,0.0,0,2
51,1964,11,1964-11-22,28-335,GNB,,CLE,W 28-21,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,4,4,100.0,,1,0.0,0,4
52,1964,12,1964-11-29,28-342,GNB,@,DAL,W 45-21,5,-2,-0.40,0,,0,0,,0,0,0,,0,0,0,,,,6,6,100.0,1,2,50.0,0,9
53,1964,13,1964-12-05,28-348,GNB,@,CHI,W 17-3,10,41,4.10,1,,1,5,5.00,0,0,0,,0,0,0,,,,2,2,100.0,1,3,33.3,1,11
54,1964,14,1964-12-13,28-356,GNB,@,RAM,T 24-24,4,7,1.75,0,,0,0,,0,0,1,0.00,0,0,1,0.0,0.00,-45.00,3,3,100.0,1,4,25.0,0,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
55,1965,1,1965-09-19,29-270,GNB,@,PIT,W 41-9,11,50,4.55,0,,1,10,10.00,1,0,0,,0,0,0,,,,,,,,,,1,6
56,1965,2,1965-09-26,29-277,GNB,,BAL,W 20-17,8,20,2.50,0,,1,0,0.00,0,0,0,,0,0,0,,,,,,,,,,0,0
57,1965,3,1965-10-03,29-284,GNB,,CHI,W 23-14,8,33,4.13,1,,3,85,28.33,0,0,0,,0,0,0,,,,,,,,,,1,6
58,1965,4,1965-10-10,29-291,GNB,,SFO,W 27-10,9,43,4.78,1,,2,25,12.50,0,0,0,,0,0,0,,,,,,,,,,1,6
59,1965,5,1965-10-17,29-298,GNB,@,DET,W 31-21,3,2,0.67,0,,3,27,9.00,0,0,0,,0,0,0,,,,,,,,,,0,0
60,1965,6,1965-10-24,29-305,GNB,,DAL,W 13-3,8,42,5.25,0,,1,11,11.00,0,0,0,,0,0,0,,,,,,,,,,0,0
61,1965,7,1965-10-31,29-312,GNB,@,CHI,L 10-31,7,16,2.29,0,,1,13,13.00,0,0,0,,0,0,0,,,,,,,,,,0,0
62,1965,8,1965-11-07,29-319,GNB,,DET,L 7-12,4,7,1.75,0,,1,5,5.00,0,0,1,0.00,0,0,1,0.0,0.00,-45.00,,,,,,,0,0
63,1965,9,1965-11-14,29-326,GNB,,RAM,W 6-3,8,18,2.25,0,,1,10,10.00,0,1,1,100.00,19,0,0,118.7,19.00,19.00,,,,,,,0,0
64,1965,11,1965-11-28,29-340,GNB,@,RAM,L 10-21,5,9,1.80,0,,2,25,12.50,0,0,0,,0,0,0,,,,,,,,,,0,0
65,1965,13,1965-12-12,29-354,GNB,@,BAL,W 42-27,15,61,4.07,3,,2,115,57.50,2,0,0,,0,0,0,,,,,,,,,,5,30
66,1965,14,1965-12-19,29-361,GNB,@,SFO,T 24-24,3,-2,-0.67,0,,1,10,10.00,0,0,0,,0,0,0,,,,,,,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
67,1966,1,1966-09-10,30-261,GNB,,BAL,W 24-3,14,34,2.43,0,,3,16,5.33,0,0,0,,0,0,0,,,,,,,,,,0,0
68,1966,2,1966-09-18,30-269,GNB,@,CLE,W 21-20,14,51,3.64,0,,3,69,23.00,1,0,0,,0,0,0,,,,,,,,,,1,6
69,1966,3,1966-09-25,30-276,GNB,,RAM,W 24-13,11,33,3.00,1,,2,45,22.50,1,1,1,100.00,5,0,0,87.5,5.00,5.00,,,,,,,2,12
70,1966,4,1966-10-02,30-283,GNB,,DET,W 23-14,15,22,1.47,0,,1,2,2.00,0,0,0,,0,0,0,,,,,,,,,,0,0
71,1966,5,1966-10-09,30-290,GNB,@,SFO,L 20-21,11,30,2.73,0,,3,51,17.00,1,0,0,,0,0,0,,,,,,,,,,1,6
72,1966,6,1966-10-16,30-297,GNB,@,CHI,W 17-0,6,11,1.83,1,,1,4,4.00,0,0,0,,0,0,0,,,,,,,,,,1,6
73,1966,14,1966-12-18,30-360,GNB,@,RAM,W 27-23,5,19,3.80,0,,1,5,5.00,0,0,0,,0,0,0,,,,,,,,,,0,0
,,,73 Games,,,,,54-17-2,612,2401,3.92,38,,94,1196,12.72,12,18,40,45.00,289,3,4,55.1,7.23,4.23,137,139,98.6,48,98,49.0,50,581
