
,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Rt,Yds,Y/Rt,TD
1,1995,12,1995-11-23,23-067,DET,,MIN,W 44-38,1,29,29.00,0
2,1995,13,1995-12-04,23-078,DET,,CHI,W 27-7,1,19,19.00,0
3,1995,14,1995-12-10,23-084,DET,@,HOU,W 24-17,2,52,26.00,0
4,1995,15,1995-12-17,23-091,DET,,JAX,W 44-0,0,0,,0
5,1995,16,1995-12-23,23-097,DET,@,TAM,W 37-10,0,0,,0
,,,5 Games,,,,,5-0-0,4,100,25.00,0
