
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
1,2004,8,2004-11-07,24-297,TAM,,KAN,W 34-31,1,1,1.00,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
2,2004,9,2004-11-14,24-304,TAM,@,ATL,L 14-24,1,2,2.00,0,0,0,0,,0,0,0,,0,0,0,,,,1,17,17.00,0,0,0,0.0,0,0
3,2004,10,2004-11-21,24-311,TAM,,SFO,W 35-3,4,27,6.75,0,0,0,0,,0,0,0,,0,0,0,,,,1,18,18.00,0,0,0,0.0,0,0
4,2004,11,2004-11-28,24-318,TAM,@,CAR,L 14-21,2,9,4.50,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
5,2004,12,2004-12-05,24-325,TAM,,ATL,W 27-0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2004,13,2004-12-12,24-332,TAM,@,SDG,L 24-31,1,6,6.00,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
7,2004,14,2004-12-19,24-339,TAM,,NOR,L 17-21,3,16,5.33,0,0,0,0,,0,0,0,,0,0,0,,,,1,17,17.00,0,0,0,0.0,0,0
8,2004,15,2004-12-26,24-346,TAM,,CAR,L 20-37,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2004,16,2005-01-02,24-353,TAM,@,ARI,L 7-12,1,12,12.00,0,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Tkl,Ast
10,2005,1,2005-09-11,25-239,TAM,@,MIN,W 24-13,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
11,2005,2,2005-09-18,25-246,TAM,,BUF,W 19-3,0,0,,0,1,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
12,2005,3,2005-09-25,25-253,TAM,@,GNB,W 17-16,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
13,2005,4,2005-10-02,25-260,TAM,,DET,W 17-13,4,15,3.75,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0.0,0,0
