
,,,,,,,,
Rk,Year,G#,Date,Age,Tm,,Opp,Result
1,1989,17,1989-12-31,23-012,PIT,@,HOU,W 26-23
2,1989,18,1990-01-07,23-019,PIT,@,DEN,L 23-24
,,,2 Games,,,,,1-1-0
