
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD
1,1987,3,1987-10-04,22-277,HOU,@,DEN,W 40-10,,1,14,14.00,0
2,1987,4,1987-10-11,22-284,HOU,@,CLE,W 15-10,,0,0,,0
3,1987,5,1987-10-18,22-291,HOU,,NWE,L 7-21,,0,0,,0
,,,3 Games,,,,,2-1-0,,1,14,14.00,0
