
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
14,1961,1,1961-09-10,24-217,DTX,,SDG,L 10-26,7,109,15.57,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,1,100.0,1,1,100.0,1,10
15,1961,2,1961-09-24,24-231,DTX,@,OAK,W 42-35,9,71,7.89,1,,1,46,46.00,0,0,0,,0,0,0,,,,0,0,,0,4,5,80.0,,2,0.0,1,10
16,1961,3,1961-10-01,24-238,DTX,,HOU,W 26-21,15,146,9.73,3,,0,2,,0,0,0,,0,0,0,,,,0,0,,0,,2,0.0,,1,0.0,3,18
17,1961,4,1961-10-08,24-245,DTX,@,DEN,W 19-12,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,2,50.0,2,4,50.0,0,7
18,1961,5,1961-10-15,24-252,DTX,@,BUF,L 24-27,4,11,2.75,0,,3,33,11.00,0,0,0,,0,0,0,,,,0,0,,0,3,3,100.0,1,2,50.0,0,6
19,1961,6,1961-10-22,24-259,DTX,@,HOU,L 7-38,4,-3,-0.75,0,,4,55,13.75,0,0,0,,0,0,0,,,,0,0,,0,1,1,100.0,,1,0.0,0,1
20,1961,12,1961-12-03,24-301,DTX,@,NYT,L 7-28,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,2,0.0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
21,1962,1,1962-09-08,25-215,DTX,,BOS,W 42-28,10,38,3.80,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
22,1962,2,1962-09-23,25-230,DTX,@,OAK,W 26-16,11,56,5.09,0,,3,11,3.67,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
23,1962,3,1962-09-30,25-237,DTX,,BUF,W 41-21,9,30,3.33,0,,3,58,19.33,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
24,1962,4,1962-10-07,25-244,DTX,@,SDG,L 28-32,3,16,5.33,0,,2,15,7.50,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
25,1962,5,1962-10-12,25-249,DTX,@,BOS,W 27-7,8,22,2.75,0,,1,35,35.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
26,1962,10,1962-11-18,25-286,DTX,@,DEN,W 24-3,3,14,4.67,0,,0,0,,0,0,0,,0,0,0,,,,2,30,15.00,0,,,,,,,0,0
27,1962,11,1962-11-25,25-293,DTX,,OAK,W 35-7,4,8,2.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
28,1962,13,1962-12-09,25-307,DTX,,DEN,W 17-10,4,24,6.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
29,1962,14,1962-12-16,25-314,DTX,,SDG,W 26-17,5,24,4.80,0,,1,13,13.00,1,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
30,1963,1,1963-09-07,26-214,KAN,@,DEN,W 59-7,7,8,1.14,0,,1,11,11.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
31,1963,2,1963-09-22,26-229,KAN,@,BUF,T 27-27,1,1,1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
32,1963,3,1963-09-29,26-236,KAN,@,SDG,L 10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1963,4,1963-10-06,26-243,KAN,,HOU,W 28-7,6,26,4.33,0,,1,37,37.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
34,1963,5,1963-10-13,26-250,KAN,,BUF,L 26-35,5,9,1.80,0,,2,33,16.50,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
35,1963,6,1963-10-20,26-257,KAN,,SDG,L 17-38,4,-6,-1.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
36,1963,7,1963-10-27,26-264,KAN,@,HOU,L 7-28,4,5,1.25,0,,1,5,5.00,0,0,0,,0,0,0,,,,1,2,2.00,0,1,1,100.0,,,,0,1
37,1963,8,1963-11-03,26-271,KAN,@,OAK,L 7-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,1,10,10.00,0,,,,,,,0,0
38,1963,9,1963-11-08,26-276,KAN,,OAK,L 7-22,1,2,2.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,1,100.0,,,,0,1
39,1963,10,1963-11-17,26-285,KAN,@,BOS,T 24-24,13,65,5.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,3,100.0,1,4,25.0,0,6
40,1963,11,1963-12-01,26-299,KAN,@,NYJ,L 0-17,13,55,4.23,0,,3,8,2.67,0,0,0,,0,0,0,,,,0,0,,0,,,,,2,0.0,0,0
41,1963,12,1963-12-08,26-306,KAN,,DEN,W 52-21,6,17,2.83,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,7,100.0,1,3,33.3,1,16
42,1963,13,1963-12-14,26-312,KAN,,BOS,W 35-3,13,50,3.85,0,,1,15,15.00,0,0,1,0.00,0,0,1,0.0,0.00,-45.00,0,0,,0,5,5,100.0,,3,0.0,0,5
43,1963,14,1963-12-22,26-320,KAN,,NYJ,W 48-0,11,25,2.27,1,,2,16,8.00,1,0,0,,0,0,0,,,,0,0,,0,6,7,85.7,,1,0.0,2,18
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
44,1964,1,1964-09-13,27-221,KAN,@,BUF,L 17-34,4,7,1.75,0,,2,7,3.50,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,,,,,,,0,0
45,1964,2,1964-09-27,27-235,KAN,@,OAK,W 21-9,12,55,4.58,0,,1,-4,-4.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
46,1964,3,1964-10-04,27-242,KAN,,HOU,W 28-7,9,14,1.56,0,,1,2,2.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
47,1964,4,1964-10-11,27-249,KAN,@,DEN,L 27-33,7,25,3.57,0,,1,12,12.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
48,1964,5,1964-10-18,27-256,KAN,,BUF,L 22-35,1,-1,-1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
49,1964,6,1964-10-23,27-261,KAN,@,BOS,L 7-24,1,13,13.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
50,1965,1,1965-09-12,28-219,HOU,,NYJ,W 27-21,5,25,5.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
51,1965,2,1965-09-19,28-226,HOU,,BOS,W 31-10,1,4,4.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
52,1965,3,1965-09-26,28-233,HOU,@,OAK,L 17-21,2,2,1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
53,1965,4,1965-10-03,28-240,HOU,@,SDG,L 14-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1965,5,1965-10-17,28-254,HOU,@,DEN,L 17-28,7,58,8.29,1,,1,11,11.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
55,1965,6,1965-10-24,28-261,HOU,,KAN,W 38-36,5,8,1.60,0,,0,0,,0,0,0,,0,0,0,,,,2,29,14.50,0,5,5,100.0,1,1,100.0,0,8
56,1965,7,1965-10-31,28-268,HOU,@,BUF,W 19-17,2,8,4.00,0,,1,9,9.00,0,0,0,,0,0,0,,,,0,0,,0,1,1,100.0,,1,0.0,0,1
57,1965,8,1965-11-07,28-275,HOU,,OAK,L 21-33,1,-5,-5.00,0,,0,0,,0,0,0,,0,0,0,,,,1,8,8.00,0,,,,,,,0,0
58,1965,9,1965-11-14,28-282,HOU,,DEN,L 21-31,8,24,3.00,0,,1,13,13.00,0,0,0,,0,0,0,,,,1,4,4.00,0,,,,,,,0,0
59,1965,10,1965-11-21,28-289,HOU,@,NYJ,L 14-41,2,13,6.50,1,,2,2,1.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
60,1965,11,1965-11-28,28-296,HOU,@,KAN,L 21-52,1,1,1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
61,1965,12,1965-12-05,28-303,HOU,,BUF,L 18-29,7,17,2.43,1,,1,6,6.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
62,1965,13,1965-12-12,28-310,HOU,,SDG,L 26-37,2,-1,-0.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
63,1965,14,1965-12-18,28-316,HOU,@,BOS,L 14-42,4,19,4.75,0,,2,16,8.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
64,1966,1,1966-09-04,29-211,BUF,@,SDG,L 7-27,1,-2,-2.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
65,1966,3,1966-09-18,29-225,BUF,,MIA,W 58-24,3,53,17.67,1,,1,18,18.00,1,0,0,,0,0,0,,,,0,0,,0,,,,,,,2,12
66,1966,7,1966-10-16,29-253,BUF,,SDG,T 17-17,1,3,3.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
67,1966,8,1966-10-30,29-267,BUF,@,NYJ,W 33-23,6,28,4.67,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
68,1966,9,1966-11-06,29-274,BUF,@,MIA,W 29-0,8,23,2.88,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
69,1966,11,1966-11-20,29-288,BUF,@,HOU,W 42-20,3,5,1.67,0,,1,27,27.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
70,1966,12,1966-11-24,29-292,BUF,@,OAK,W 31-10,2,5,2.50,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
71,1966,14,1966-12-18,29-316,BUF,,DEN,W 38-21,4,4,1.00,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
72,1967,3,1967-09-24,30-231,BUF,,BOS,L 0-23,1,1,1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
73,1967,4,1967-10-01,30-238,BUF,,SDG,L 17-37,3,8,2.67,0,,1,9,9.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
,,,73 Games,,,,,36-34-3,408,1694,4.15,18,,56,679,12.13,3,0,2,0.00,0,0,1,0.0,0.00,-22.50,8,83,10.38,0,74,81,91.4,20,59,33.9,21,260
