
,,,,,,,,,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Rt,Yds,Y/Rt,TD
1,2008,1,2008-09-07,24-102,DET,@,ATL,L 21-34,4,93,23.25,0
2,2008,2,2008-09-14,24-109,DET,,GNB,L 25-48,0,0,,0
3,2008,3,2008-09-21,24-116,DET,@,SFO,L 13-31,,,,
,,,3 Games,,,,,0-3-0,4,93,23.25,0
