
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD
1,1977,1,1977-09-19,23-007,PIT,,SFO,W 27-0,2,2,1.00,0,0,0,,0
2,1977,2,1977-09-25,23-013,PIT,,OAK,L 7-16,0,0,,0,1,15,15.00,0
3,1977,3,1977-10-02,23-020,PIT,@,CLE,W 28-14,4,29,7.25,0,3,68,22.67,0
4,1977,4,1977-10-09,23-027,PIT,@,HOU,L 10-27,0,0,,0,3,81,27.00,0
5,1977,5,1977-10-17,23-035,PIT,,CIN,W 20-14,5,8,1.60,0,1,8,8.00,0
6,1977,6,1977-10-23,23-041,PIT,,HOU,W 27-10,1,5,5.00,0,3,69,23.00,0
7,1977,7,1977-10-30,23-048,PIT,@,BAL,L 21-31,2,11,5.50,0,5,124,24.80,0
,,,7 Games,,,,,4-3-0,14,55,3.93,0,16,365,22.81,0
