
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1986,6,1986-10-13,25-209,PIT,@,CIN,L 22-24,0,0,,0,,0,0,,0,0,0,,0
2,1986,7,1986-10-19,25-215,PIT,,NWE,L 0-34,4,15,3.75,0,,0,0,,0,1,8,8.00,0
3,1986,8,1986-10-26,25-222,PIT,,CIN,W 30-9,0,0,,0,,0,0,,0,0,0,,0
4,1986,9,1986-11-02,25-229,PIT,,GNB,W 27-3,1,2,2.00,0,,0,0,,0,0,0,,0
5,1986,10,1986-11-09,25-236,PIT,@,BUF,L 12-16,0,0,,0,,0,0,,0,0,0,,0
6,1986,11,1986-11-16,25-243,PIT,,HOU,W 21-10,0,0,,0,,0,0,,0,0,0,,0
7,1986,12,1986-11-23,25-250,PIT,@,CLE,L 31-37,0,0,,0,,0,0,,0,1,17,17.00,0
8,1986,13,1986-11-30,25-257,PIT,@,CHI,L 10-13,0,0,,0,,0,0,,0,0,0,,0
9,1986,14,1986-12-07,25-264,PIT,,DET,W 27-17,1,3,3.00,0,,2,4,2.00,0,1,17,17.00,0
10,1986,15,1986-12-13,25-270,PIT,@,NYJ,W 45-24,0,0,,0,,0,0,,0,1,10,10.00,0
11,1986,16,1986-12-21,25-278,PIT,,KAN,L 19-24,0,0,,0,,0,0,,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
12,1987,3,1987-10-04,26-200,PIT,@,ATL,W 28-12,2,8,4.00,0,,0,0,,0,0,0,,0
13,1987,4,1987-10-11,26-207,PIT,@,RAM,L 21-31,0,0,,0,,,,,,,,,
,,,13 Games,,,,,6-7-0,8,28,3.50,0,,2,4,2.00,0,4,52,13.00,0
