
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD
1,2000,13,2000-12-03,23-201,ARI,@,CIN,L 13-24,2,1,5,5.00,0
2,2000,16,2000-12-24,23-222,ARI,@,WAS,L 3-20,,,,,
,,,2 Games,,,,,0-2-0,2,1,5,5.00,0
