
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
1,1996,1,1996-09-01,22-355,CIN,@,STL,L 16-26,14,14,1.00,0,0,5,22,4.40,0,0,0,,0,0,0,,,,0,0,,0,0,0
2,1996,2,1996-09-08,22-362,CIN,@,SDG,L 14-27,7,13,1.86,0,0,2,20,10.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
3,1996,3,1996-09-15,23-003,CIN,,NOR,W 30-15,19,63,3.32,1,0,2,15,7.50,0,0,0,,0,0,0,,,,0,0,,0,1,6
4,1996,4,1996-09-29,23-017,CIN,,DEN,L 10-14,5,13,2.60,0,0,2,14,7.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
5,1996,5,1996-10-06,23-024,CIN,,HOU,L 27-30,2,3,1.50,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
6,1996,6,1996-10-13,23-031,CIN,@,PIT,L 10-20,2,13,6.50,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
7,1996,7,1996-10-20,23-038,CIN,@,SFO,L 21-28,4,14,3.50,0,0,3,25,8.33,0,0,0,,0,0,0,,,,0,0,,0,0,0
8,1996,8,1996-10-27,23-045,CIN,,JAX,W 28-21,8,27,3.38,2,0,1,8,8.00,0,0,0,,0,0,0,,,,0,0,,0,2,12
9,1996,9,1996-11-03,23-052,CIN,@,BAL,W 24-21,3,3,1.00,1,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,6
10,1996,10,1996-11-10,23-059,CIN,,PIT,W 34-24,4,6,1.50,1,0,1,12,12.00,1,0,0,,0,0,0,,,,0,0,,0,2,12
11,1996,11,1996-11-17,23-066,CIN,@,BUF,L 17-31,6,12,2.00,1,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,6
12,1996,12,1996-11-24,23-073,CIN,,ATL,W 41-31,0,0,,0,,0,0,,0,,,,,,,,,,,,,,,
13,1996,13,1996-12-01,23-080,CIN,@,JAX,L 27-30,4,36,9.00,0,0,1,17,17.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
14,1996,14,1996-12-08,23-087,CIN,,BAL,W 21-14,2,4,2.00,0,0,2,13,6.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
15,1996,15,1996-12-15,23-094,CIN,@,HOU,W 21-13,4,25,6.25,1,0,1,15,15.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
16,1996,16,1996-12-22,23-101,CIN,,IND,W 31-24,7,18,2.57,1,0,2,8,4.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
17,1997,1,1997-08-31,23-353,CIN,,ARI,W 24-21,19,76,4.00,2,0,2,40,20.00,0,0,0,,0,0,0,,,,0,0,,0,2,12
18,1997,2,1997-09-07,23-360,CIN,@,BAL,L 10-23,10,22,2.20,0,0,2,9,4.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
19,1997,3,1997-09-21,24-009,CIN,@,DEN,L 20-38,13,104,8.00,1,0,1,-3,-3.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
20,1997,5,1997-10-05,24-023,CIN,@,JAX,L 13-21,9,26,2.89,1,0,2,9,4.50,0,0,0,,0,0,0,,,,0,0,,0,1,6
21,1997,6,1997-10-12,24-030,CIN,@,TEN,L 7-30,5,14,2.80,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
22,1997,7,1997-10-19,24-037,CIN,,PIT,L 10-26,16,63,3.94,1,0,3,26,8.67,0,0,0,,0,0,0,,,,0,0,,0,1,6
23,1997,8,1997-10-26,24-044,CIN,@,NYG,L 27-29,17,70,4.12,0,0,1,16,16.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
24,1997,9,1997-11-02,24-051,CIN,,SDG,W 38-31,9,25,2.78,0,0,1,5,5.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0,0
25,1997,10,1997-11-09,24-058,CIN,@,IND,W 28-13,4,7,1.75,0,0,1,1,1.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
26,1997,11,1997-11-16,24-065,CIN,@,PIT,L 3-20,2,8,4.00,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0
27,1997,12,1997-11-23,24-072,CIN,,JAX,W 31-26,5,11,2.20,1,0,2,21,10.50,0,0,0,,0,0,0,,,,0,0,,0,1,6
28,1997,13,1997-11-30,24-079,CIN,@,PHI,L 42-44,4,0,0.00,1,3,2,17,8.50,0,0,0,,0,0,0,,,,0,0,,0,1,6
29,1997,14,1997-12-04,24-083,CIN,,TEN,W 41-14,11,29,2.64,0,0,1,5,5.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
30,1997,15,1997-12-14,24-093,CIN,,DAL,W 31-24,3,2,0.67,0,0,1,3,3.00,0,0,0,,0,0,0,,,,1,9,9.00,0,0,0
31,1997,16,1997-12-21,24-100,CIN,,BAL,W 16-14,1,7,7.00,0,0,2,8,4.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
32,1998,1,1998-09-06,24-359,CIN,,TEN,L 14-23,2,4,2.00,0,6,6,25,4.17,0,0,0,,0,0,0,,,,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
33,1999,1,1999-09-12,26-000,CIN,@,TEN,L 35-36,6,15,2.50,1,2,1,11,11.00,0,0,0,,0,0,0,,,,0,0,,0,1,6
34,1999,2,1999-09-19,26-007,CIN,,SDG,L 7-34,0,0,,0,3,2,13,6.50,0,0,0,,0,0,0,,,,0,0,,0,0,0
35,1999,3,1999-09-26,26-014,CIN,@,CAR,L 3-27,,,,,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts
36,2001,3,2001-09-30,28-018,WAS,,KAN,L 13-45,2,3,1.50,0,0,0,0,,0,0,0,,0,0,0,,,,2,21,10.50,0,0,0
37,2001,4,2001-10-07,28-025,WAS,@,NYG,L 9-23,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,3,67,22.33,0,0,0
38,2001,5,2001-10-15,28-033,WAS,@,DAL,L 7-9,0,0,,0,3,3,26,8.67,0,0,0,,0,0,0,,,,0,0,,0,0,0
39,2001,6,2001-10-21,28-039,WAS,,CAR,W 17-14,0,0,,0,1,1,-3,-3.00,0,0,0,,0,0,0,,,,0,0,,0,0,0
