
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1987,3,1987-10-04,22-109,CHI,@,PHI,W 35-3,8,28,3.50,0,,0,0,,0,1,17,17.00,0
2,1987,4,1987-10-11,22-116,CHI,,MIN,W 27-7,10,52,5.20,0,,2,16,8.00,0,0,0,,0
,,,2 Games,,,,,2-0-0,18,80,4.44,0,,2,16,8.00,0,1,17,17.00,0
