
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
1,1960,1,1960-09-25,25-111,CLE,@,PHI,W 41-24,,5,34,6.80,1,14,156,11.14,2,0,0,,0,0,0,,,,1,19,19.00,0,0,0,,0,3,18
2,1960,2,1960-10-02,25-118,CLE,,PIT,W 28-20,,3,72,24.00,0,16,52,3.25,1,0,0,,0,0,0,,,,0,,,0,0,23,,0,1,6
3,1960,3,1960-10-16,25-132,CLE,@,DAL,W 48-7,,1,46,46.00,1,9,46,5.11,1,0,0,,0,0,0,,,,1,90,90.00,1,1,23,23.00,0,3,18
4,1960,4,1960-10-23,25-139,CLE,,PHI,L 29-31,,7,70,10.00,1,14,35,2.50,0,0,0,,0,0,0,,,,3,67,22.33,0,2,0,0.00,0,1,6
5,1960,5,1960-10-30,25-146,CLE,@,WAS,W 31-10,,3,41,13.67,0,6,38,6.33,1,1,1,100.00,23,1,0,158.3,23.00,43.00,0,0,,0,1,34,34.00,0,1,6
6,1960,6,1960-11-06,25-153,CLE,,NYG,L 13-17,,7,57,8.14,0,9,14,1.56,0,0,0,,0,0,0,,,,0,0,,0,1,3,3.00,0,0,0
7,1960,7,1960-11-13,25-160,CLE,,STL,W 28-27,,0,0,,0,11,61,5.55,0,0,0,,0,0,0,,,,1,24,24.00,0,1,4,4.00,0,0,0
8,1960,8,1960-11-20,25-167,CLE,@,PIT,L 10-14,,3,45,15.00,0,10,50,5.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0
9,1960,9,1960-11-27,25-174,CLE,@,STL,T 17-17,,3,34,11.33,0,7,30,4.29,0,0,0,,0,0,0,,,,3,93,31.00,0,0,0,,0,0,0
10,1960,10,1960-12-04,25-181,CLE,,WAS,W 27-16,,4,80,20.00,1,4,3,0.75,0,0,0,,0,0,0,,,,2,25,12.50,0,3,37,12.33,0,1,6
11,1960,11,1960-12-11,25-188,CLE,,CHI,W 42-0,,0,0,,0,9,14,1.56,0,0,0,,0,0,0,,,,2,39,19.50,0,0,0,,0,0,0
12,1960,12,1960-12-18,25-195,CLE,@,NYG,W 48-34,,9,133,14.78,2,2,7,3.50,0,0,0,,0,0,0,,,,4,75,18.75,0,0,0,,0,2,12
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts
13,1961,1,1961-09-17,26-103,CLE,@,PHI,L 20-27,,6,59,9.83,1,10,4,0.40,0,0,0,,0,0,0,,,,2,61,30.50,0,2,2,1.00,0,1,6
14,1961,2,1961-09-24,26-110,CLE,,STL,W 20-17,,1,0,0.00,0,1,6,6.00,0,0,0,,0,0,0,,,,1,23,23.00,0,1,4,4.00,0,0,0
15,1961,3,1961-10-01,26-117,CLE,,DAL,W 25-7,,0,0,,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,23,23.00,0,0,0
16,1961,4,1961-10-08,26-124,CLE,,WAS,W 31-7,,3,60,20.00,1,4,41,10.25,1,0,0,,0,0,0,,,,0,0,,0,3,83,27.67,1,3,18
17,1961,5,1961-10-15,26-131,CLE,,GNB,L 17-49,,4,18,4.50,0,9,39,4.33,0,0,0,,0,0,0,,,,0,0,,0,1,3,3.00,0,0,0
18,1961,6,1961-10-22,26-138,CLE,@,PIT,W 30-28,,4,47,11.75,0,14,119,8.50,3,0,0,,0,0,0,,,,0,0,,0,2,17,8.50,0,3,18
