
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
51,2012,3,2012-09-23,31-113,DET,@,TEN,L 41-44,0,0,,0,1,1,3,3.00,0,0,0,,0,0,0,,,,2,42,21.00,0,0,0,,0,0,0,0.0,0,0
52,2012,4,2012-09-30,31-120,DET,,MIN,L 13-20,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,35,11.67,0,0,0,0.0,0,0
53,2012,5,2012-10-14,31-134,DET,@,PHI,W 26-23,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,2,26,13.00,0,4,72,18.00,0,0,0,0.0,0,0
54,2012,6,2012-10-22,31-142,DET,@,CHI,L 7-13,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,2,44,22.00,0,6,7,1.17,0,0,0,0.0,0,0
55,2012,7,2012-10-28,31-148,DET,,SEA,W 28-24,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,1,21,21.00,0,1,6,6.00,0,0,0,0.0,0,0
56,2012,8,2012-11-04,31-155,DET,@,JAX,W 31-14,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
57,2012,9,2012-11-11,31-162,DET,@,MIN,L 24-34,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,2,36,18.00,0,2,46,23.00,0,0,0,0.0,0,0
58,2012,10,2012-11-18,31-169,DET,,GNB,L 20-24,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,2,45,22.50,0,1,0,0.00,0,0,0,0.0,0,0
59,2012,11,2012-11-22,31-173,DET,,HOU,L 31-34,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,3,71,23.67,0,4,32,8.00,0,0,0,0.0,0,0
60,2012,12,2012-12-02,31-183,DET,,IND,L 33-35,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,2,43,21.50,0,4,39,9.75,0,0,0,0.0,0,0
61,2012,13,2012-12-09,31-190,DET,@,GNB,L 20-27,1,3,3.00,0,1,1,4,4.00,0,0,0,,0,0,0,,,,3,71,23.67,0,0,0,,0,0,0,0.0,0,0
62,2012,14,2012-12-16,31-197,DET,@,ARI,L 10-38,0,0,,0,3,2,18,9.00,0,0,0,,0,0,0,,,,2,49,24.50,0,2,0,0.00,0,0,0,0.0,0,0
63,2012,15,2012-12-22,31-203,DET,,ATL,L 18-31,1,13,13.00,0,1,1,4,4.00,0,0,0,,0,0,0,,,,4,67,16.75,0,0,0,,0,0,0,0.0,0,0
64,2012,16,2012-12-30,31-211,DET,,CHI,L 24-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,64 Games,,,,,29-35-0,27,144,5.33,0,10,8,52,6.50,0,0,1,0.00,0,0,0,39.6,0.00,0.00,170,4343,25.55,1,130,1243,9.56,0,1,6,0.0,0,5
