
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,TD,Pts,Int,Yds,TD,Pnt,Yds,Y/P,Blck
1,1960,1,1960-09-23,29-129,STL,@,RAM,W 43-21,0,0,,0,0,0,1,0,0,4,165,41.25,0
2,1960,2,1960-10-02,29-138,STL,,NYG,L 14-35,0,0,,0,0,0,0,0,0,6,294,49.00,0
3,1960,3,1960-10-09,29-145,STL,@,PHI,L 27-31,0,0,,0,0,0,0,0,0,2,108,54.00,0
4,1960,4,1960-10-16,29-152,STL,@,PIT,L 14-27,1,21,21.00,0,0,0,0,0,0,1,36,36.00,0
5,1960,5,1960-10-23,29-159,STL,,DAL,W 12-10,0,0,,0,0,0,0,0,0,5,202,40.40,0
6,1960,6,1960-10-30,29-166,STL,@,NYG,W 20-13,0,0,,0,0,0,2,14,0,5,205,41.00,0
7,1960,7,1960-11-06,29-173,STL,,WAS,W 44-7,1,26,26.00,0,0,0,2,49,0,1,45,45.00,0
8,1960,8,1960-11-13,29-180,STL,@,CLE,L 27-28,0,0,,0,0,0,0,0,0,2,96,48.00,0
9,1960,9,1960-11-20,29-187,STL,@,WAS,W 26-14,0,0,,0,0,0,4,20,0,3,132,44.00,0
10,1960,10,1960-11-27,29-194,STL,,CLE,T 17-17,0,0,,0,0,0,0,0,0,1,59,59.00,0
11,1960,11,1960-12-04,29-201,STL,,PHI,L 6-20,0,0,,0,0,0,1,13,0,8,382,47.75,0
12,1960,12,1960-12-18,29-215,STL,,PIT,W 38-7,0,0,,0,0,0,0,0,0,1,45,45.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,TD,Pts,Int,Yds,TD,Pnt,Yds,Y/P,Blck
13,1961,1,1961-09-17,30-123,STL,@,NYG,W 21-10,0,0,,0,0,0,1,13,0,6,204,34.00,1
14,1961,2,1961-09-24,30-130,STL,@,CLE,L 17-20,0,0,,0,0,0,1,2,0,5,215,43.00,0
15,1961,3,1961-10-01,30-137,STL,@,PHI,W 30-27,0,0,,0,0,0,0,0,0,5,223,44.60,0
16,1961,4,1961-10-08,30-144,STL,,NYG,L 9-24,0,0,,0,0,0,1,11,0,10,434,43.40,0
17,1961,5,1961-10-15,30-151,STL,,PHI,L 7-20,0,0,,0,0,0,0,0,0,6,274,45.67,0
18,1961,6,1961-10-22,30-158,STL,@,WAS,W 24-0,0,0,,0,0,0,0,0,0,6,276,46.00,0
19,1961,7,1961-10-29,30-165,STL,,CLE,L 10-21,0,0,,0,0,0,0,0,0,7,329,47.00,0
20,1961,8,1961-11-05,30-172,STL,@,DAL,W 31-17,0,0,,0,0,0,0,0,0,6,286,47.67,0
21,1961,9,1961-11-12,30-179,STL,,DET,L 14-45,0,0,,0,0,0,0,0,0,6,281,46.83,0
22,1961,10,1961-11-19,30-186,STL,@,BAL,L 0-16,1,15,15.00,0,0,0,0,0,0,9,362,40.22,0
23,1961,11,1961-11-26,30-193,STL,@,PIT,L 27-30,0,0,,0,2,12,4,110,2,6,270,45.00,0
24,1961,12,1961-12-03,30-200,STL,,WAS,W 38-24,0,0,,0,0,0,0,0,0,3,147,49.00,0
25,1961,13,1961-12-10,30-207,STL,,DAL,W 31-13,0,0,,0,0,0,0,0,0,4,199,49.75,0
26,1961,14,1961-12-17,30-214,STL,,PIT,W 20-0,0,0,,0,0,0,0,0,0,6,303,50.50,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,TD,Pts,Int,Yds,TD,Pnt,Yds,Y/P,Blck
27,1962,1,1962-09-16,31-122,DAL,,WAS,T 35-35,0,0,,0,0,0,1,21,0,0,0,,0
28,1962,2,1962-09-23,31-129,DAL,,PIT,L 28-30,0,0,,0,0,0,1,0,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Def Interceptions,Def Interceptions,Def Interceptions,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,TD,Pts,Int,Yds,TD,Pnt,Yds,Y/P,Blck
29,1963,1,1963-09-15,32-121,GNB,,CHI,L 3-10,0,0,,0,0,0,0,0,0,5,243,48.60,0
30,1963,2,1963-09-22,32-128,GNB,,DET,W 31-10,1,-4,-4.00,0,0,0,0,0,0,4,180,45.00,0
31,1963,3,1963-09-29,32-135,GNB,,BAL,W 31-20,0,0,,0,0,0,0,0,0,3,126,42.00,0
32,1963,4,1963-10-06,32-142,GNB,,RAM,W 42-10,0,0,,0,0,0,0,0,0,3,118,39.33,0
33,1963,5,1963-10-13,32-149,GNB,@,MIN,W 37-28,0,0,,0,0,0,0,0,0,3,150,50.00,0
