
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,TD,Pts,Pnt,Yds,Y/P,Blck
1,1965,1,1965-09-11,22-193,SDG,,DEN,W 34-31,3,-7,-2.33,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0,0,,0
2,1965,3,1965-09-26,22-208,SDG,,KAN,T 10-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,2,37,18.50,0,0,0,0,0,,0
3,1965,4,1965-10-03,22-215,SDG,,HOU,W 31-14,9,34,3.78,0,,2,25,12.50,0,0,0,,0,0,0,,,,0,0,,0,0,0,0,0,,0
4,1965,5,1965-10-10,22-222,SDG,@,BUF,W 34-3,1,-1,-1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0,0,,0
5,1965,6,1965-10-17,22-229,SDG,@,BOS,T 13-13,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,1,21,21.00,0,0,0,0,0,,0
6,1965,7,1965-10-23,22-235,SDG,@,NYJ,W 34-9,0,0,,0,,1,-1,-1.00,0,0,0,,0,0,0,,,,0,0,,0,0,0,0,0,,0
7,1965,8,1965-10-31,22-243,SDG,,BOS,L 6-22,1,6,6.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,0,0,0,0,,0
8,1965,9,1965-11-07,22-250,SDG,@,DEN,W 35-21,1,4,4.00,0,,0,0,,0,0,0,,0,0,0,,,,1,22,22.00,0,0,0,0,0,,0
