
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1987,3,1987-10-05,23-085,SFO,@,NYG,W 41-21,16,75,4.69,0,,3,25,8.33,0,0,0,,0
2,1987,4,1987-10-11,23-091,SFO,@,ATL,W 25-17,2,7,3.50,0,,0,0,,0,0,0,,0
3,1987,5,1987-10-18,23-098,SFO,,STL,W 34-28,0,0,,0,,0,0,,0,1,13,13.00,0
,,,3 Games,,,,,3-0-0,18,82,4.56,0,,3,25,8.33,0,1,13,13.00,0
