
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
1,1993,2,1993-09-12,22-340,HOU,,KAN,W 30-0,0,0,,0,,0,0,,0,,,,
2,1993,4,1993-09-26,22-354,HOU,,RAM,L 13-28,0,0,,0,,1,14,14.00,0,0,0,,0
3,1993,9,1993-11-14,23-038,HOU,@,CIN,W 38-3,1,10,10.00,0,,0,0,,0,0,0,,0
4,1993,10,1993-11-21,23-045,HOU,@,CLE,W 27-20,0,0,,0,,0,0,,0,,,,
5,1993,11,1993-11-28,23-052,HOU,,PIT,W 23-3,0,0,,0,,0,0,,0,,,,
6,1993,12,1993-12-05,23-059,HOU,,ATL,W 33-17,0,0,,0,,0,0,,0,,,,
7,1993,13,1993-12-12,23-066,HOU,,CLE,W 19-17,0,0,,0,,0,0,,0,,,,
8,1993,14,1993-12-19,23-073,HOU,@,PIT,W 26-17,0,0,,0,,0,0,,0,,,,
9,1993,15,1993-12-25,23-079,HOU,@,SFO,W 10-7,0,0,,0,,0,0,,0,,,,
10,1993,16,1994-01-02,23-087,HOU,,NYJ,W 24-0,0,0,,0,,0,0,,0,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
11,1994,1,1994-09-04,23-332,HOU,@,IND,L 21-45,,,,,,0,0,,0,,,,
12,1994,11,1994-11-21,24-045,HOU,,NYG,L 10-13,0,0,,0,0,1,2,2.00,0,0,0,,0
13,1994,12,1994-11-27,24-051,HOU,@,CLE,L 10-34,,,,,,0,0,,0,,,,
14,1994,13,1994-12-04,24-058,HOU,,ARI,L 12-30,,,,,,0,0,,0,,,,
15,1994,14,1994-12-11,24-065,HOU,,SEA,L 14-16,0,0,,0,0,1,10,10.00,0,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Kick Returns,Kick Returns,Kick Returns,Kick Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Rt,Yds,Y/Rt,TD
16,1995,1,1995-09-03,24-331,JAX,,HOU,L 3-10,1,14,14.00,0,0,0,0,,0,0,0,,0
17,1995,2,1995-09-10,24-338,JAX,@,CIN,L 17-24,0,0,,0,,0,0,,0,0,0,,0
18,1995,3,1995-09-17,24-345,JAX,@,NYJ,L 10-27,3,38,12.67,0,0,1,7,7.00,0,0,0,,0
19,1995,4,1995-09-24,24-352,JAX,,GNB,L 14-24,1,4,4.00,0,0,1,15,15.00,0,0,0,,0
20,1995,5,1995-10-01,24-359,JAX,@,HOU,W 17-16,3,22,7.33,0,0,0,0,,0,0,0,,0
21,1995,6,1995-10-08,25-001,JAX,,PIT,W 20-16,3,8,2.67,0,0,1,0,0.00,0,0,0,,0
22,1995,7,1995-10-15,25-008,JAX,,CHI,L 27-30,2,8,4.00,0,0,1,19,19.00,0,0,0,,0
23,1995,8,1995-10-22,25-015,JAX,@,CLE,W 23-15,0,0,,0,0,1,-2,-2.00,0,0,0,,0
24,1995,9,1995-10-29,25-022,JAX,@,PIT,L 7-24,2,-1,-0.50,0,0,2,12,6.00,0,0,0,,0
25,1995,10,1995-11-12,25-036,JAX,,SEA,L 30-47,4,29,7.25,0,0,0,0,,0,1,5,5.00,0
