
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD
1,1982,2,1982-09-19,22-330,SFO,@,DEN,L 21-24,16,45,2.81,0,,1,8,8.00,0
2,1982,3,1982-11-21,23-028,SFO,@,STL,W 31-20,4,23,5.75,0,,3,25,8.33,0
,,,2 Games,,,,,1-1-0,20,68,3.40,0,,4,33,8.25,0
