
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD
1,1960,1,1960-09-25,28-257,GNB,,CHI,L 14-17,,0,0,,0,0,0,,0,0,0,,0,2,10,5.00,0
2,1960,2,1960-10-02,28-264,GNB,,DET,W 28-9,,0,0,,0,0,0,,0,0,0,,0,1,11,11.00,0
3,1960,4,1960-10-23,28-285,GNB,,SFO,W 41-14,,1,21,21.00,0,1,24,24.00,0,1,18,18.00,0,1,7,7.00,0
4,1960,5,1960-10-30,28-292,GNB,@,PIT,W 19-13,,0,0,,0,0,0,,0,1,29,29.00,0,0,0,,0
5,1960,6,1960-11-06,28-299,GNB,@,BAL,L 24-38,,0,0,,0,0,0,,0,3,77,25.67,0,0,0,,0
6,1960,7,1960-11-13,28-306,GNB,,DAL,W 41-7,,0,0,,0,0,0,,0,0,0,,0,1,3,3.00,0
7,1960,8,1960-11-20,28-313,GNB,,RAM,L 31-33,,0,0,,0,0,0,,0,6,105,17.50,0,0,0,,0
8,1960,9,1960-11-24,28-317,GNB,@,DET,L 10-23,,0,0,,0,0,0,,0,0,0,,0,1,10,10.00,0
9,1960,10,1960-12-04,28-327,GNB,@,CHI,W 41-13,,0,0,,0,0,0,,0,0,0,,0,1,12,12.00,0
10,1960,11,1960-12-10,28-333,GNB,@,SFO,W 13-0,,0,0,,0,0,0,,0,0,0,,0,1,2,2.00,0
11,1960,12,1960-12-17,28-340,GNB,@,RAM,W 35-21,,0,0,,0,0,0,,0,1,20,20.00,0,1,4,4.00,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD
12,1961,3,1961-10-01,29-262,GNB,,CHI,W 24-0,,0,0,,0,0,0,,0,0,0,,0,1,8,8.00,0
13,1961,5,1961-10-15,29-276,GNB,@,CLE,W 49-17,,0,0,,0,0,0,,0,0,0,,0,1,11,11.00,0
14,1961,9,1961-11-12,29-304,GNB,@,CHI,W 31-28,,0,0,,0,0,0,,0,0,0,,0,1,27,27.00,0
15,1961,10,1961-11-19,29-311,GNB,,RAM,W 35-17,,0,0,,0,0,0,,0,0,0,,0,2,55,27.50,0
16,1961,13,1961-12-10,29-332,GNB,@,SFO,L 21-22,,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0
17,1961,14,1961-12-17,29-339,GNB,@,RAM,W 24-17,,2,13,6.50,0,1,5,5.00,0,0,0,,0,1,29,29.00,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD
18,1962,7,1962-10-28,30-289,GNB,@,BAL,W 17-6,,1,22,22.00,0,0,0,,0,0,0,,0,0,0,,0
19,1962,8,1962-11-04,30-296,GNB,@,CHI,W 38-7,,3,33,11.00,0,0,0,,0,0,0,,0,0,0,,0
20,1962,9,1962-11-11,30-303,GNB,@,PHI,W 49-0,,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0
21,1962,12,1962-12-02,30-324,GNB,,RAM,W 41-10,,2,40,20.00,0,0,0,,0,0,0,,0,0,0,,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD
22,1963,3,1963-09-29,31-260,GNB,,BAL,W 31-20,,0,0,,0,2,8,4.00,0,1,24,24.00,0,0,0,,0
23,1963,4,1963-10-06,31-267,GNB,,RAM,W 42-10,,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0
24,1963,6,1963-10-20,31-281,GNB,@,STL,W 30-7,,0,0,,0,0,0,,0,1,20,20.00,0,0,0,,0
25,1963,10,1963-11-17,31-309,GNB,@,CHI,L 7-26,,0,0,,0,0,0,,0,1,13,13.00,0,0,0,,0
26,1963,12,1963-11-28,31-320,GNB,@,DET,T 13-13,,0,0,,0,0,0,,0,1,11,11.00,0,0,0,,0
27,1963,14,1963-12-14,31-336,GNB,@,SFO,W 21-17,,0,0,,0,0,0,,0,1,7,7.00,0,0,0,,0
,,,27 Games,,,,,20-6-1,,12,166,13.83,0,4,37,9.25,0,17,324,19.06,0,15,189,12.60,0
