
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
1,1996,1,1996-09-01,22-221,CAR,,ATL,W 29-6,26,69,2.65,0,0,0,0,,0,0,0
2,1996,2,1996-09-08,22-228,CAR,@,NOR,W 22-20,21,74,3.52,0,0,0,0,,0,0,0
3,1996,3,1996-09-22,22-242,CAR,,SFO,W 23-7,20,69,3.45,0,0,0,0,,0,0,0
4,1996,4,1996-09-29,22-249,CAR,@,JAX,L 14-24,4,17,4.25,0,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
5,1997,3,1997-09-14,23-233,CAR,@,SDG,W 26-7,12,54,4.50,0,0,0,0,,0,0,0
6,1997,4,1997-09-21,23-240,CAR,,KAN,L 14-35,5,28,5.60,0,1,0,0,,0,0,0
7,1997,5,1997-09-29,23-248,CAR,,SFO,L 21-34,4,8,2.00,0,0,0,0,,0,0,0
8,1997,6,1997-10-12,23-261,CAR,@,MIN,L 14-21,12,50,4.17,0,1,0,0,,0,0,0
9,1997,7,1997-10-19,23-268,CAR,@,NOR,W 13-0,9,36,4.00,0,1,0,0,,0,0,0
10,1997,8,1997-10-26,23-275,CAR,,ATL,W 21-12,23,104,4.52,2,0,0,0,,0,2,12
11,1997,9,1997-11-02,23-282,CAR,,OAK,W 38-14,3,6,2.00,0,0,0,0,,0,0,0
12,1997,14,1997-12-08,23-318,CAR,@,DAL,W 23-13,7,13,1.86,0,0,0,0,,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
13,1998,10,1998-11-15,24-295,CAR,,MIA,L 9-13,8,38,4.75,0,0,0,0,,0,0,0
14,1998,11,1998-11-22,24-302,CAR,@,STL,W 24-20,3,10,3.33,0,0,0,0,,0,0,0
15,1998,12,1998-11-29,24-309,CAR,@,NYJ,L 21-48,3,2,0.67,0,0,0,0,,0,0,0
16,1998,13,1998-12-06,24-316,CAR,,SFO,L 28-31,22,81,3.68,1,1,1,16,16.00,0,1,6
17,1998,14,1998-12-13,24-323,CAR,,WAS,L 25-28,17,103,6.06,1,2,2,71,35.50,1,2,12
18,1998,15,1998-12-20,24-330,CAR,,STL,W 20-13,23,84,3.65,0,4,3,28,9.33,0,0,0
19,1998,16,1998-12-27,24-337,CAR,@,IND,W 27-19,25,109,4.36,1,3,2,23,11.50,0,1,6
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
20,1999,1,1999-09-12,25-231,CAR,@,NOR,L 10-19,8,45,5.63,0,2,1,5,5.00,0,0,0
21,1999,2,1999-09-19,25-238,CAR,,JAX,L 20-22,6,47,7.83,0,1,1,2,2.00,0,0,0
22,1999,3,1999-09-26,25-245,CAR,,CIN,W 27-3,8,132,16.50,2,1,1,4,4.00,0,2,12
23,1999,4,1999-10-03,25-252,CAR,@,WAS,L 36-38,12,142,11.83,3,1,1,12,12.00,0,3,18
24,1999,5,1999-10-17,25-266,CAR,@,SFO,W 31-29,20,83,4.15,0,3,1,0,0.00,0,0,0
25,1999,6,1999-10-24,25-273,CAR,,DET,L 9-24,9,10,1.11,0,2,2,35,17.50,0,0,0
26,1999,10,1999-11-21,25-301,CAR,@,CLE,W 31-17,17,93,5.47,0,3,3,42,14.00,0,0,0
27,1999,11,1999-11-28,25-308,CAR,,ATL,W 34-28,31,94,3.03,1,3,3,25,8.33,0,1,6
28,1999,12,1999-12-05,25-315,CAR,,STL,L 21-34,11,42,3.82,0,5,3,17,5.67,0,0,0
29,1999,13,1999-12-12,25-322,CAR,@,GNB,W 33-31,8,6,0.75,0,4,3,26,8.67,0,0,0
30,1999,16,2000-01-02,25-343,CAR,,NOR,W 45-13,8,24,3.00,0,4,4,21,5.25,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
31,2000,1,2000-09-03,26-223,CAR,@,WAS,L 17-20,15,88,5.87,0,2,2,20,10.00,0,0,0
32,2000,2,2000-09-10,26-230,CAR,@,SFO,W 38-22,22,75,3.41,1,2,1,16,16.00,0,1,6
33,2000,3,2000-09-17,26-237,CAR,,ATL,L 10-15,12,45,3.75,0,8,5,62,12.40,0,0,0
34,2000,4,2000-10-01,26-251,CAR,,DAL,L 13-16,20,86,4.30,1,8,6,48,8.00,0,1,6
35,2000,5,2000-10-08,26-258,CAR,,SEA,W 26-3,23,103,4.48,0,5,4,38,9.50,0,0,0
36,2000,6,2000-10-15,26-265,CAR,@,NOR,L 6-24,10,5,0.50,0,4,1,6,6.00,0,0,0
37,2000,7,2000-10-22,26-272,CAR,,SFO,W 34-16,19,85,4.47,0,7,6,42,7.00,2,2,12
38,2000,8,2000-10-29,26-279,CAR,@,ATL,L 12-13,14,23,1.64,0,8,4,51,12.75,0,0,0
39,2000,9,2000-11-05,26-286,CAR,@,STL,W 27-24,19,77,4.05,0,2,1,6,6.00,0,0,0
40,2000,10,2000-11-12,26-293,CAR,,NOR,L 10-20,13,22,1.69,0,9,3,40,13.33,0,0,0
41,2000,15,2000-12-17,26-328,CAR,,SDG,W 30-22,3,-11,-3.67,0,1,0,0,,0,0,0
42,2000,16,2000-12-24,26-335,CAR,@,OAK,L 9-52,3,29,9.67,0,2,1,12,12.00,0,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts
43,2001,1,2001-09-09,27-228,CAR,@,MIN,W 24-13,5,7,1.40,0,2,2,12,6.00,0,0,0
44,2001,2,2001-09-23,27-242,CAR,@,ATL,L 16-24,5,27,5.40,0,2,1,0,0.00,0,0,0
45,2001,4,2001-10-07,27-256,CAR,@,SFO,L 14-24,10,45,4.50,0,4,2,22,11.00,0,0,0
46,2001,5,2001-10-14,27-263,CAR,,NOR,L 25-27,13,30,2.31,0,5,3,58,19.33,0,0,0
47,2001,6,2001-10-21,27-270,CAR,@,WAS,L 14-17,20,121,6.05,1,4,4,29,7.25,0,1,6
48,2001,7,2001-10-28,27-277,CAR,,NYJ,L 12-13,0,,,,,0,,,,,
,,,48 Games,,,,,23-25-0,611,2530,4.14,14,117,77,789,10.25,3,17,102
