
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Sk,Tkl,Ast
1,2010,1,2010-09-12,22-356,CAR,@,NYG,L 18-31,,0,2,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0.0,0,0
2,2010,2,2010-09-19,22-363,CAR,,TAM,L 7-20,,7,13,53.85,59,0,1,33.8,4.54,1.08,1,0,0.00,0,0.0,0,0
3,2010,3,2010-09-26,23-005,CAR,,CIN,L 7-20,*,16,33,48.48,188,0,1,53.6,5.70,4.33,6,10,1.67,0,0.0,0,0
4,2010,4,2010-10-03,23-012,CAR,@,NOR,L 14-16,*,11,21,52.38,146,1,0,90.6,6.95,7.90,2,11,5.50,0,0.0,0,0
5,2010,5,2010-10-10,23-019,CAR,,CHI,L 6-23,*,9,22,40.91,61,0,1,29.7,2.77,0.73,2,0,0.00,0,0.0,1,0
6,2010,8,2010-11-07,23-047,CAR,,NOR,L 3-34,,8,18,44.44,47,0,1,28.5,2.61,0.11,1,11,11.00,0,0.0,0,0
7,2010,9,2010-11-14,23-054,CAR,@,TAM,L 16-31,*,16,29,55.17,191,0,0,75.5,6.59,6.59,5,11,2.20,0,0.0,0,0
8,2010,11,2010-11-28,23-068,CAR,@,CLE,L 23-24,*,16,28,57.14,195,0,1,63.8,6.96,5.36,0,0,,0,0.0,0,0
9,2010,12,2010-12-05,23-075,CAR,@,SEA,L 14-31,*,18,34,52.94,169,0,1,54.7,4.97,3.65,1,0,0.00,0,0.0,0,0
10,2010,13,2010-12-12,23-082,CAR,,ATL,L 10-31,*,14,24,58.33,107,0,1,51.9,4.46,2.58,0,0,,0,0.0,0,0
11,2010,14,2010-12-19,23-089,CAR,,ARI,W 19-12,*,13,19,68.42,141,1,0,107.6,7.42,8.47,5,14,2.80,0,0.0,0,0
12,2010,15,2010-12-23,23-093,CAR,@,PIT,L 3-27,*,10,23,43.48,72,0,1,33.2,3.13,1.17,0,0,,0,0.0,0,0
13,2010,16,2011-01-02,23-103,CAR,@,ATL,L 10-31,*,19,33,57.58,182,1,1,70.5,5.52,4.76,0,0,,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Sk,Tkl,Ast
14,2014,4,2014-09-28,27-007,CHI,,GNB,L 17-38,,1,1,100.00,9,0,0,104.2,9.00,9.00,0,0,,0,0.0,0,0
15,2014,8,2014-10-26,27-035,CHI,@,NWE,L 23-51,,1,5,20.00,22,0,0,45.4,4.40,4.40,0,0,,0,0.0,0,0
16,2014,9,2014-11-09,27-049,CHI,@,GNB,L 14-55,,1,3,33.33,11,0,0,45.1,3.67,3.67,0,0,,0,0.0,0,0
17,2014,15,2014-12-21,27-091,CHI,,DET,L 14-20,*,23,39,58.97,181,2,1,77.0,4.64,4.51,3,9,3.00,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Sk,Tkl,Ast
18,2015,2,2015-09-20,27-364,CHI,,ARI,L 23-48,,14,23,60.87,121,0,1,56.6,5.26,3.30,2,-5,-2.50,0,0.0,0,0
19,2015,3,2015-09-27,28-006,CHI,@,SEA,L 0-26,*,9,17,52.94,63,0,0,61.6,3.71,3.71,3,13,4.33,0,0.0,0,0
,,,19 Games,,,,,1-18-0,,206,387,53.23,1965,5,11,60.1,5.08,4.06,31,74,2.39,0,0.0,1,0
