
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
1,2005,11,2005-11-27,23-003,STL,@,HOU,W 33-27,,19,30,63.33,310,3,1,117.4,10.33,10.83,3,23,7.67,0,0,0,0,,0,,0,0,0.0,0,0
2,2005,12,2005-12-04,23-010,STL,,WAS,L 9-24,*,21,36,58.33,163,0,1,58.0,4.53,3.28,5,22,4.40,1,0,0,0,,0,,1,6,0.0,0,0
3,2005,13,2005-12-11,23-017,STL,@,MIN,L 13-27,*,26,45,57.78,235,0,5,32.4,5.22,0.22,5,16,3.20,1,0,0,0,,0,,1,6,0.0,0,0
4,2005,14,2005-12-18,23-024,STL,,PHI,L 16-17,*,10,24,41.67,69,1,1,45.8,2.88,1.83,1,3,3.00,0,0,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
5,2006,16,2006-12-31,24-037,STL,@,MIN,W 41-21,,0,0,,0,0,0,,,,3,0,0.00,0,0,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
6,2007,1,2007-09-10,24-290,CIN,,BAL,W 27-20,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
7,2008,2,2008-09-14,25-295,CIN,,TEN,L 7-24,,,,,,,,,,,,,,,,,,,,,,,,,
8,2008,4,2008-09-28,25-309,CIN,,CLE,L 12-20,*,21,35,60.00,156,1,3,44.5,4.46,1.17,4,41,10.25,0,0,0,0,,0,,0,0,0.0,0,0
9,2008,6,2008-10-12,25-323,CIN,@,NYJ,L 14-26,*,20,33,60.61,152,0,0,71.8,4.61,4.61,6,23,3.83,1,1,1,-3,-3.00,0,,1,6,0.0,0,0
10,2008,7,2008-10-19,25-330,CIN,,PIT,L 10-38,*,21,35,60.00,164,1,0,81.1,4.69,5.26,4,15,3.75,0,0,0,0,,0,,0,0,0.0,0,0
11,2008,8,2008-10-26,25-337,CIN,@,HOU,L 6-35,*,20,32,62.50,155,0,2,48.3,4.84,2.03,7,42,6.00,0,0,0,0,,0,,0,0,0.0,1,0
12,2008,9,2008-11-02,25-344,CIN,,JAX,W 21-19,*,21,31,67.74,162,2,1,88.4,5.23,5.06,3,52,17.33,0,0,0,0,,0,,0,0,0.0,0,0
