
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
1,2004,1,2004-09-12,24-144,DAL,@,MIN,L 17-35,,,,,,,,,,,,,,,,,,,,,,,,,
2,2004,2,2004-09-19,24-151,DAL,,CLE,W 19-12,,,,,,,,,,,,,,,,,,,,,,,,,
3,2004,3,2004-09-27,24-159,DAL,@,WAS,W 21-18,,,,,,,,,,,,,,,,,,,,,,,,,
4,2004,4,2004-10-10,24-172,DAL,,NYG,L 10-26,,,,,,,,,,,,,,,,,,,,,,,,,
5,2004,5,2004-10-17,24-179,DAL,,PIT,L 20-24,,,,,,,,,,,,,,,,,,,,,,,,,
6,2004,6,2004-10-24,24-186,DAL,@,GNB,L 20-41,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
7,2005,1,2005-09-11,25-143,DAL,@,SDG,W 28-24,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,0,0,0.0,0,0
8,2005,2,2005-09-19,25-151,DAL,,WAS,L 13-14,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,0,0,0.0,0,0
9,2005,3,2005-09-25,25-157,DAL,@,SFO,W 34-31,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,0,0,0.0,0,0
10,2005,4,2005-10-02,25-164,DAL,@,OAK,L 13-19,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,0,0,0.0,0,0
11,2005,5,2005-10-09,25-171,DAL,,PHI,W 33-10,,0,0,,0,0,0,,,,2,-2,-1.00,0,0,0,0,,0,,0,0,0.0,0,0
12,2005,6,2005-10-16,25-178,DAL,,NYG,W 16-13,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,0,0,0.0,0,0
13,2005,7,2005-10-23,25-185,DAL,@,SEA,L 10-13,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,0,0,0.0,0,0
14,2005,8,2005-10-30,25-192,DAL,,ARI,W 34-13,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,0,0,0.0,0,0
15,2005,9,2005-11-14,25-207,DAL,@,PHI,W 21-20,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,0,0,0.0,0,0
16,2005,10,2005-11-20,25-213,DAL,,DET,W 20-7,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,0,0,0.0,0,0
17,2005,11,2005-11-24,25-217,DAL,,DEN,L 21-24,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,0,0,0.0,0,0
18,2005,12,2005-12-04,25-227,DAL,@,NYG,L 10-17,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,0,0,0.0,0,0
19,2005,13,2005-12-11,25-234,DAL,,KAN,W 31-28,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,0,0,0.0,0,0
20,2005,14,2005-12-18,25-241,DAL,@,WAS,L 7-35,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,0,0,0.0,0,0
21,2005,15,2005-12-24,25-247,DAL,@,CAR,W 24-20,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,0,0,0.0,0,0
22,2005,16,2006-01-01,25-255,DAL,,STL,L 10-20,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,0,0,0.0,0,0
