
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,2008,7,2008-10-19,24-142,CIN,,PIT,L 10-38,,3,4,75.00,11,0,0,77.1,2.75,2.75,0,0,,0
2,2008,12,2008-11-30,24-184,CIN,,BAL,L 3-34,,0,2,0.00,0,0,1,0.0,0.00,-22.50,0,0,,0
3,2008,13,2008-12-07,24-191,CIN,@,IND,L 3-35,,4,6,66.67,30,0,1,38.9,5.00,-2.50,1,4,4.00,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
4,2010,10,2010-11-21,26-175,CIN,,BUF,L 31-49,,3,3,100.00,18,0,0,91.7,6.00,6.00,0,0,,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
5,2014,16,2014-12-28,30-212,TEN,,IND,L 10-27,,1,3,33.33,7,0,0,42.4,2.33,2.33,1,-1,-1.00,0
,,,5 Games,,,,,0-5-0,,11,18,61.11,66,0,2,28.7,3.67,-1.33,2,3,1.50,0
