
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,2012,8,2012-10-28,24-145,NWE,@,STL,W 45-7,,1,3,33.33,17,0,0,53.5,5.67,5.67,3,-3,-1.00,0,0,0
2,2012,10,2012-11-18,24-166,NWE,,IND,W 59-24,,,,,,,,,,,,,,,,
3,2012,11,2012-11-22,24-170,NWE,@,NYJ,W 49-19,,0,0,,0,0,0,,,,2,-3,-1.50,0,0,0
4,2012,13,2012-12-10,24-188,NWE,,HOU,W 42-14,,0,1,0.00,0,0,1,0.0,0.00,-45.00,3,-3,-1.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
5,2014,2,2014-09-14,26-101,HOU,@,OAK,W 30-14,,0,0,,0,0,0,,,,1,-1,-1.00,0,0,0
6,2014,10,2014-11-16,26-164,HOU,@,CLE,W 23-7,*,20,30,66.67,211,2,1,95.3,7.03,6.87,4,-3,-0.75,0,0,0
7,2014,11,2014-11-23,26-171,HOU,,CIN,L 13-22,*,21,45,46.67,189,0,1,49.2,4.20,3.20,1,2,2.00,0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
8,2015,1,2015-09-13,27-100,HOU,,KAN,L 20-27,,8,13,61.54,98,1,0,110.4,7.54,9.08,1,6,6.00,0,0,0
9,2015,2,2015-09-20,27-107,HOU,@,CAR,L 17-24,*,27,58,46.55,244,1,1,57.0,4.21,3.78,1,6,6.00,1,1,6
10,2015,3,2015-09-27,27-114,HOU,,TAM,W 19-9,*,24,39,61.54,228,1,1,75.6,5.85,5.21,1,-1,-1.00,0,0,0
11,2015,4,2015-10-04,27-121,HOU,@,ATL,L 21-48,*,12,27,44.44,150,0,1,46.8,5.56,3.89,0,0,,0,0,0
12,2015,5,2015-10-08,27-125,HOU,,IND,L 20-27,*,7,10,70.00,50,0,1,41.7,5.00,0.50,1,0,0.00,0,0,0
13,2015,6,2015-10-18,27-135,HOU,@,JAX,W 31-20,,0,0,,0,0,0,,,,0,0,,0,0,0
,,,13 Games,,,,,8-5-0,,120,226,53.10,1187,5,7,62.7,5.25,4.30,18,0,0.00,1,1,6
